CODE,Site,Zone,Tree,Aspect,Height,2013.water,2014.water,2015.water,2016.water,2017.water,2018.water,2013.sa,2014.sa,2015.sa,2016.sa,2017.sa,2018.sa,2013.gmin,2014.gmin,2015.gmin,2016.gmin,2017.gmin,2018.gmin
OSF.F4.WC,OSF,F,4,W,C,180.0353357,119.456617,108.7228715,123.0703986,116.1374284,228.8956127,3.1752567,2.9568528,3.024054,2.4528438,3.5952642,0.29904534,-2.63247E-07,7.07158E-07,5.30074E-07,7.0737E-06,5.78786E-07,1.82525E-05
OSF.F4.WS,OSF,F,4,W,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OSF.F5.LA,OSF,F,5,L,A,154.3995859,105.775211,112.6888218,108.3333333,137.472119,125.1930502,3.6792657,3.192057,2.949386,3.304059,3.2424579,0.26208468,4.01515E-07,4.1477E-07,5.47731E-07,8.8393E-06,4.90539E-07,6.91287E-06
OSF.F5.LC,OSF,F,5,L,C,106.2325381,122.4550898,115.8059468,106.4965197,126.0683761,123.5737352,3.9312702,2.6376471,3.0744549,3.5784639,3.0072537,0.26208468,1.61834E-07,4.4426E-07,5.73861E-07,6.13437E-07,7.12488E-07,6.42522E-06
OSF.F5.LS,OSF,F,5,L,S,115.5639098,NA,NA,NA,NA,NA,3.5784639,NA,NA,NA,NA,NA,6.26081E-09,NA,NA,NA,NA,NA
OSF.F5.WA,OSF,F,5,W,A,68.64111498,83.50515464,114.5394007,84.38469493,128.7942664,NA,3.5784639,2.9232522,3.4776621,3.3768603,3.696066,NA,2.54059E-07,4.99105E-07,6.39555E-07,5.52365E-06,5.33933E-07,NA
OSF.F5.WC,OSF,F,5,W,C,103.5168903,115.8478605,125.7551669,127.4951076,137.3959122,119.3366267,3.8472687,2.4528438,3.6456651,3.7800675,3.8976696,0.26208468,2.26957E-07,4.79994E-07,1.69764E-06,1.03968E-06,6.06014E-07,1.02454E-05
OSF.F5.WS,OSF,F,5,W,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PFR.B1.LA,PFR,B,1,L,A,NA,NA,96.27906977,108.7238177,293.0528376,123.089701,NA,NA,3.3936606,3.1752567,3.696066,0.32928588,NA,NA,2.41274E-06,1.3234E-06,6.04761E-07,9.82511E-06
PFR.B1.LC,PFR,B,1,L,C,NA,NA,NA,116.641791,133.1747111,146.5088757,NA,NA,NA,3.2760585,3.6624654,0.33936606,NA,NA,NA,1.68112E-06,6.28105E-07,1.04676E-05
PFR.B1.LS,PFR,B,1,L,S,NA,NA,107.9089027,107.9828005,126.8602541,115.5477032,NA,NA,3.4776621,3.4104609,3.2256576,0.27216486,NA,NA,2.0359E-06,8.06571E-07,7.90994E-07,1.53305E-05
PFR.B1.WA,PFR,B,1,W,A,NA,NA,104.1930765,112.5592417,111.1258278,114.4282425,NA,NA,3.3432597,3.192057,3.696066,0.62497116,NA,NA,1.83322E-06,2.47413E-06,8.35481E-07,1.40421E-05
PFR.B1.WC,PFR,B,1,W,C,NA,NA,NA,121.7618171,108.4831603,129.5977011,NA,NA,NA,3.528063,3.36006,0.34272612,NA,NA,NA,6.84268E-07,1.32102E-06,1.56783E-05
PFR.B1.WS,PFR,B,1,W,S,NA,NA,109.7964377,115.2173913,126.2430127,134.5833333,NA,NA,3.4608618,2.9232522,3.7296666,0.336006,NA,NA,1.31865E-06,7.81351E-07,9.29635E-07,5.67378E-06
PFR.B2.LA,PFR,B,2,L,A,NA,NA,98.97637795,105.5098684,123.5043947,108.3603896,NA,NA,1.8312327,3.1080555,3.4608618,0.2856051,NA,NA,5.14962E-06,8.01311E-07,6.34886E-07,5.0357E-06
PFR.B2.LC,PFR,B,2,L,C,NA,NA,NA,104.1491597,116.3020953,107.5324675,NA,NA,NA,2.2680405,2.8896516,0.26544474,NA,NA,NA,1.2247E-06,1.21968E-06,9.84309E-06
PFR.B2.LS,PFR,B,2,L,S,NA,NA,112.7201566,108.4047328,126.132024,117.3558897,NA,NA,2.352042,3.0576546,3.2928588,0.3024054,NA,NA,-4.06598E-09,2.54983E-06,1.16305E-06,2.88953E-06
PFR.B2.WA,PFR,B,2,W,A,NA,NA,110.3648863,102.5324274,119.9314957,125.4177661,NA,NA,3.1584564,2.8896516,3.4608618,0.34272612,NA,NA,2.78134E-06,2.73501E-06,7.36696E-07,6.11124E-06
PFR.B2.WC,PFR,B,2,W,C,NA,NA,NA,97.51815981,122.7323628,109.040672,NA,NA,NA,2.7552492,3.2256576,0.29904534,NA,NA,NA,1.74405E-06,5.02681E-07,1.77413E-05
PFR.B2.WS,PFR,B,2,W,S,NA,NA,114.5408163,108.4395604,124.7389558,123.4708393,NA,NA,3.0576546,3.4104609,3.8304684,0.31248558,NA,NA,1.29185E-06,8.19275E-06,3.23118E-07,3.17218E-06
PFR.B3.LA,PFR,B,3,L,A,NA,NA,117.4974039,111.5040286,123.7062287,123.1258431,NA,NA,3.36006,4.5864819,3.192057,0.45696816,NA,NA,2.49648E-06,1.63732E-06,6.94247E-07,3.14051E-06
PFR.B3.LC,PFR,B,3,L,C,NA,NA,110.343184,110.5459636,131.8932209,123.3490926,NA,NA,2.8896516,3.5112627,2.9232522,0.37968678,NA,NA,4.27077E-06,1.73355E-06,4.94257E-07,4.99272E-06
PFR.B3.LS,PFR,B,3,L,S,NA,NA,94.30604982,109.7342872,116.0054409,123.9663505,NA,NA,3.384060429,4.4688798,2.9904534,0.4536081,NA,NA,6.27259E-07,5.43398E-07,7.48814E-07,2.52845E-06
PFR.B3.WA,PFR,B,3,W,A,NA,NA,102.6156002,161.6646166,133.0090574,123.245614,NA,NA,2.9568528,3.9480705,3.2592582,0.37968678,NA,NA,1.44564E-06,8.11471E-06,3.60622E-07,3.13006E-06
PFR.B3.WC,PFR,B,3,W,C,NA,NA,116.179159,104.7106563,120.7872395,117.6846409,NA,NA,3.1248558,3.3768603,3.4944624,0.37632672,NA,NA,2.20252E-06,1.85452E-06,8.29924E-07,4.46371E-06
PFR.B3.WS,PFR,B,3,W,S,NA,NA,114.5604396,104.2505593,133.2863585,127.1295634,NA,NA,3.6624654,3.7296666,3.3936606,0.3696066,NA,NA,2.12056E-06,2.46956E-06,4.79531E-07,5.1866E-06
PFR.B4.LA,PFR,B,4,L,A,NA,NA,104.6788263,102.4277457,128.2802182,120.0693241,NA,NA,2.4192432,3.1248558,3.5952642,0.36288648,NA,NA,2.62374E-06,2.82513E-06,1.62387E-06,1.29243E-05
PFR.B4.LC,PFR,B,4,L,C,NA,NA,99.75247525,118.2380216,135.3417995,108.8258105,NA,NA,2.0328363,3.1416561,2.8224504,0.30912552,NA,NA,3.62104E-06,4.04671E-07,5.98098E-07,1.21079E-05
PFR.B4.LS,PFR,B,4,L,S,NA,NA,111.4638448,99.97608228,135.483871,118.8389513,NA,NA,3.04925445,3.5616636,3.2256576,0.39984714,NA,NA,8.58386E-07,1.11711E-06,6.53248E-07,7.50269E-06
PFR.B4.WA,PFR,B,4,W,A,NA,NA,101.0752688,113.88,139.3881971,142.4498416,NA,NA,2.6376471,3.6288648,3.1584564,0.37296666,NA,NA,4.03402E-06,1.47002E-06,2.80932E-06,1.10658E-05
PFR.B4.WC,PFR,B,4,W,C,NA,NA,99.17808219,107.9730488,137.3806276,135.9290112,NA,NA,2.173538813,3.2592582,3.2928588,0.45024804,NA,NA,3.86407E-06,1.47199E-06,9.8395E-07,8.20676E-06
PFR.B4.WS,PFR,B,4,W,S,NA,NA,116.5384615,114.3867925,127.7855478,120.6918642,NA,NA,2.8224504,3.2088573,2.9904534,0.39648708,NA,NA,1.27196E-06,1.89804E-06,1.03042E-06,8.66292E-06
PFR.B5.LA,PFR,B,5,L,A,NA,NA,118.491921,123.2536186,130.5043478,98.88953828,NA,NA,3.4104609,3.4272612,3.2592582,0.29904534,NA,NA,1.2341E-06,4.67028E-06,6.37825E-07,3.40765E-05
PFR.B5.LC,PFR,B,5,L,C,NA,NA,112.7096205,128.6858499,122.8754677,104.0711157,NA,NA,2.7888498,3.4776621,2.6544474,0.25872462,NA,NA,1.7174E-06,2.97508E-06,5.85623E-07,2.43998E-05
PFR.B5.LS,PFR,B,5,L,S,NA,NA,104.5307443,116.271722,129.4992413,154.7368421,NA,NA,2.7720495,3.2592582,4.0656726,0.28896516,NA,NA,1.92587E-06,1.20082E-05,4.39564E-07,1.32689E-05
PFR.B5.WA,PFR,B,5,W,A,NA,NA,107.4033149,119.75,124.7722772,117.7268872,NA,NA,2.856051,2.7888498,2.5872462,0.40656726,NA,NA,2.81145E-06,1.39695E-06,2.82164E-06,1.97512E-05
PFR.B5.WC,PFR,B,5,W,C,NA,NA,108.4149856,124.2328377,125.2393617,109.116232,NA,NA,2.8896516,3.0576546,2.9232522,0.25872462,NA,NA,3.71649E-06,1.70049E-06,5.46206E-07,1.01535E-05
PFR.B5.WS,PFR,B,5,W,S,NA,NA,125.2365931,122.6686884,129.7687861,114.2180095,NA,NA,3.2256576,3.0576546,3.9312702,0.32592582,NA,NA,1.61402E-06,1.79414E-06,8.30671E-07,3.68063E-06
RA2.E1.LA,RA2,E,1,L,A,92.64538198,115.3831194,116.4578112,128.253084,111.4229765,123.5552013,4.368078,3.0576546,3.7128663,2.5704459,2.7552492,2.1168378,3.68529E-07,1.27723E-06,2.65454E-06,1.50542E-05,3.44627E-06,6.83049E-07
RA2.E1.LC,RA2,E,1,L,C,123.9130435,121.0082617,116.0784721,126.8052516,106.2563068,123.1544715,4.5024804,2.7552492,4.1496741,2.9568528,2.688048,2.5872462,5.40116E-07,1.16295E-06,2.48583E-06,1.29106E-06,2.86932E-06,7.41615E-07
RA2.E1.LS,RA2,E,1,L,S,97.80136467,121.0044843,123.3625113,181.4975583,92.28635442,94.48384555,3.0576546,3.024054,3.7632672,2.7048483,3.0912552,2.2176396,4.23339E-07,1.4548E-06,2.5148E-06,1.0169E-05,3.8109E-06,2.42701E-06
RA2.E1.WA,RA2,E,1,W,A,104.3478261,120.1126453,111.2433862,113.4723788,303.4344591,114.72,2.7384489,3.6624654,3.0744549,2.3352417,2.9904534,2.6208468,4.73715E-07,3.18928E-06,1.89215E-06,2.87031E-06,3.07403E-06,7.23906E-07
RA2.E1.WC,RA2,E,1,W,C,103.0150754,133.7295691,121.564482,130.1342941,106.854203,118.6270406,2.9736531,3.2424579,4.0992732,1.9656351,2.4864444,2.7552492,7.59187E-07,1.11501E-06,1.28088E-06,2.64405E-06,3.55243E-06,1.25331E-06
RA2.E1.WS,RA2,E,1,W,S,104.1490262,101.5720081,102.0967052,107.9834825,120.485301,111.198044,2.5368453,2.6544474,3.2424579,2.5872462,3.1584564,2.3856426,7.24113E-07,1.30455E-06,1.2739E-06,1.35636E-05,1.58576E-06,5.16633E-07
RA2.E2.LA,RA2,E,2,L,A,118.5879757,130.6247529,104.8,125.0785811,117.9748556,101.0092515,3.7464669,3.2256576,2.9904534,3.9144699,3.3264594,2.3856426,5.31533E-07,1.22915E-06,8.38363E-07,2.12648E-06,2.20797E-06,5.02345E-07
RA2.E2.LC,RA2,E,2,L,C,57.96661608,110.3308916,99.57310566,131.4586191,126.6217201,111.4006515,3.2592582,3.5952642,3.4776621,2.8392507,3.9312702,2.5872462,2.80301E-06,1.90545E-06,1.32667E-06,1.42225E-06,2.0617E-06,6.61118E-07
RA2.E2.LS,RA2,E,2,L,S,115.2685576,107.125,87.1040724,127.166822,103.9043825,121.9693451,2.7888498,2.2512402,3.3936606,3.6120645,3.024054,2.9568528,1.25598E-06,3.30065E-06,5.84924E-07,1.90802E-06,1.32468E-06,1.0948E-06
RA2.E2.WA,RA2,E,2,W,A,113.6141038,109.6743295,97.94857768,124.8468346,122.7315248,230.0126103,4.0824729,3.0576546,3.324690947,2.9064519,2.688048,3.024054,9.46878E-07,1.70081E-06,8.42708E-07,2.14008E-06,2.93583E-06,4.87947E-07
RA2.E2.WC,RA2,E,2,W,C,136.8653422,110.1726649,112.8463476,147.4522293,110.8350188,119.5081051,3.4944624,3.1584564,3.3768603,3.1080555,3.0912552,2.7888498,6.92891E-07,2.37171E-06,8.26861E-07,1.80365E-06,1.92495E-06,6.0471E-07
RA2.E2.WS,RA2,E,2,W,S,115.6549521,100.8348794,123.3197556,131.6902814,27.95275591,NA,3.0072537,2.856051,3.6120645,3.0744549,3.2592582,NA,1.48706E-06,3.55992E-06,1.56843E-06,1.05923E-06,3.30587E-06,NA
RA2.E3.LA,RA2,E,3,L,A,108.9238845,106.1768531,105.5191768,118.7130178,113.7740321,99.52358266,3.36846015,2.4360435,3.826735,3.4104609,3.024054,2.7888498,5.13656E-07,7.35572E-07,1.45316E-06,1.91473E-06,1.4868E-06,1.80679E-05
RA2.E3.LC,RA2,E,3,L,C,115.3546376,105.2300242,103.6655212,132.2486772,119.6338232,119.7413206,3.1752567,2.688048,3.5952642,2.9568528,2.8224504,2.9232522,9.68682E-07,9.61023E-07,3.10278E-06,2.05567E-06,1.574E-06,5.1848E-06
RA2.E3.LS,RA2,E,3,L,S,101.4113957,109.95116,118.096932,124.3404255,121.7112922,NA,2.5032447,2.4192432,3.3768603,2.5704459,3.024054,NA,5.78892E-07,1.56204E-06,2.25104E-06,7.99062E-07,3.14631E-06,NA
RA2.E3.WA,RA2,E,3,W,A,120.6330248,105.2407222,108.3175803,126.4931598,239.6461337,115.7664689,3.4944624,3.0912552,3.4776621,2.8056501,2.8392507,3.2256576,7.76755E-07,5.72275E-06,3.90223E-06,1.76011E-06,2.66953E-06,5.6296E-07
RA2.E3.WC,RA2,E,3,W,C,144.5026178,118.4733514,111.9321018,133.2125254,115.6238361,108.7869577,3.0744549,2.2512402,3.3432597,3.1752567,2.6544474,3.2256576,1.48907E-06,4.93131E-06,4.29716E-06,2.84496E-06,1.91256E-06,1.75708E-06
RA2.E3.WS,RA2,E,3,W,S,116.372796,108.7383178,130.5389222,115.4731458,131.5673289,112.1681416,3.4608618,1.9488348,1.273285895,3.1248558,3.01397382,3.0912552,6.04374E-07,7.76666E-07,2.20562E-06,6.03903E-07,7.95562E-07,3.20224E-06
RA2.E4.LA,RA2,E,4,L,A,118.6440678,129.9065421,114.4438587,139.6674584,121.5105601,95.47101449,1.953034875,2.7048483,2.6376471,3.3768603,4.16311434,2.8224504,1.11064E-06,7.21369E-07,1.32695E-06,5.13292E-06,1.08089E-06,3.32687E-06
RA2.E4.LC,RA2,E,4,L,C,114.0459913,112.682617,114.8039789,116.2887828,109.4459103,123.6097068,2.8056501,3.7296666,2.4696441,2.9904534,3.35333988,3.0912552,5.52667E-07,1.14326E-06,1.30779E-06,8.48935E-06,2.51396E-06,8.2634E-07
RA2.E4.LS,RA2,E,4,L,S,92.08103131,106.4638783,111.7191283,136.8505624,142.1789617,NA,2.0832372,3.0576546,2.9736531,3.2424579,2.520045,NA,7.91919E-07,1.12798E-06,7.32378E-07,4.36119E-06,9.1007E-07,NA
RA2.E4.WA,RA2,E,4,W,A,104.0843215,96.99133095,115.5986725,122.1710189,95.96934866,123.7582494,2.0832372,2.9232522,2.4192432,2.8224504,3.9984714,3.0576546,1.3849E-06,6.35384E-06,1.92713E-06,4.60392E-06,3.01716E-06,5.04048E-07
RA2.E4.WC,RA2,E,4,W,C,104.1237113,105.549186,129.7492563,66.07245543,103.7147561,104.8383776,2.5032447,3.3936606,2.6040465,2.9400525,2.48308434,3.1248558,4.2179E-07,2.66135E-06,5.49274E-06,2.12395E-06,4.33041E-06,7.71653E-07
RA2.E4.WS,RA2,E,4,W,S,88.19875776,107.3770492,94.90909091,113.6212625,128.624014,104.093199,2.2680405,3.8472687,2.3856426,2.6376471,3.3264594,3.0576546,2.27743E-06,1.0647E-06,1.51997E-06,5.31978E-06,7.9004E-07,4.82108E-07
RA2.E5.LA,RA2,E,5,L,A,122.0789686,109.3451569,113.0987581,117.3733583,129.3556086,111.6254603,4.1664744,1.8984339,3.6624654,2.5872462,3.6792657,3.2928588,5.99939E-07,4.37926E-06,7.49436E-07,8.49472E-07,2.00667E-06,6.84565E-07
RA2.E5.LC,RA2,E,5,L,C,107.8958848,124.2726517,110.0725753,134.2502906,123.6889476,116.6800967,4.3848783,2.5536456,3.192057,2.8896516,3.22229754,2.520045,5.27031E-07,9.75323E-07,9.59709E-07,3.03855E-06,3.28996E-06,5.49977E-07
RA2.E5.LS,RA2,E,5,L,S,105.0420168,118.9504373,113.6125654,126.5582656,159.0873937,104.85623,3.8136681,2.4696441,2.9904534,2.7552492,2.9904534,2.8896516,3.11161E-06,3.11067E-06,1.07628E-06,1.17962E-06,3.84948E-06,6.06673E-07
RA2.E5.WA,RA2,E,5,W,A,141.8685121,93.35071708,124.4701349,135.1590818,145.9623558,137.4496644,3.9312702,2.1504384,3.5616636,2.9232522,1.85475312,2.688048,9.12208E-07,3.69853E-06,7.30655E-07,2.15894E-06,4.14981E-06,4.86244E-07
RA2.E5.WC,RA2,E,5,W,C,136.2032463,NA,115.4877294,141.8815837,118.9706934,113.4991708,3.7968678,NA,3.4608618,2.7720495,3.4440615,2.9232522,1.70334E-06,NA,1.43614E-06,2.17523E-06,3.9177E-06,4.6575E-07
RA2.E5.WS,RA2,E,5,W,S,81.21546961,98.83879781,105.9447983,120.1242236,125.0570516,NA,4.4016786,2.2008393,2.817281077,2.6040465,3.2592582,NA,2.04437E-07,3.60384E-06,6.60646E-07,5.07626E-06,1.87191E-06,NA
RID.E1.LA,RID,E,1,L,A,125.2997602,110.5574158,94.2804428,117.9104478,NA,126.9574356,3.3096591,2.7552492,3.6456651,1.7304309,2.184039,2.4864444,3.53013E-07,4.78387E-07,9.12903E-07,6.29588E-07,8.21143E-07,6.60917E-07
RID.E1.LC,RID,E,1,L,C,113.0731707,108.4611735,108.5940309,112.3941493,NA,123.5647895,3.1584564,2.9232522,3.4944624,1.8816336,2.2344399,1.9152342,4.80162E-07,6.07987E-07,1.00189E-06,1.04529E-06,1.98556E-06,4.50896E-07
RID.E1.LS,RID,E,1,L,S,110.9397944,111.0221675,94.44657219,112.0689655,NA,126.9942197,2.3352417,2.9064519,2.4528438,2.3856426,1.8984339,2.016036,5.21578E-07,5.07565E-07,2.50303E-06,5.90715E-07,2.90167E-06,1.82605E-06
RID.E1.WA,RID,E,1,W,A,114.5617855,118.3655141,90.66666667,100,NA,127.6679842,3.0576546,2.6040465,2.688048,2.5536456,2.4192432,2.352042,4.40407E-07,8.62868E-07,2.23588E-06,6.50071E-06,3.73282E-06,6.499E-07
RID.E1.WC,RID,E,1,W,C,118.8673709,109.8786103,108.6475616,122.7027027,NA,131.5550511,2.7048483,2.7552492,3.5112627,2.5032447,2.3352417,2.184039,6.38711E-07,6.66756E-07,1.84599E-06,9.34374E-07,2.86834E-06,9.85208E-07
RID.E1.WS,RID,E,1,W,S,NA,127.9374685,154.5077106,91.81818182,NA,131.317741,NA,2.5368453,2.5872462,1.7640315,2.2512402,2.0832372,NA,5.46373E-07,1.78256E-06,6.57189E-07,5.3568E-06,8.55476E-07
RID.E2.LA,RID,E,2,L,A,112.1540313,115.0837989,99.44211994,122.5444957,NA,138.1799163,1.7808318,2.4024429,2.2176396,3.2424579,2.7888498,2.184039,3.1722E-07,5.09297E-07,9.44002E-07,1.56107E-06,1.5554E-06,8.36567E-07
RID.E2.LC,RID,E,2,L,C,123.5294118,125.2680486,100.4411201,113.8706654,NA,206.0185185,1.7472312,2.3856426,2.847208737,3.1416561,2.7552492,1.7808318,3.2373E-07,5.46297E-07,1.29934E-06,2.06318E-06,2.06948E-06,6.01641E-07
RID.E2.LS,RID,E,2,L,S,112.1511628,124.9899558,90.37980441,124.6726396,NA,61.44444444,1.9488348,2.4024429,2.688048,3.3768603,2.520045,2.2848408,2.44669E-07,4.77099E-07,1.13513E-06,8.66498E-07,9.63384E-07,5.93643E-07
RID.E2.WA,RID,E,2,W,A,116.204791,125.7059396,90.25932954,90.41322314,NA,131.7802503,2.1168378,2.5368453,2.3016411,3.66552,2.7048483,2.8896516,2.32419E-07,7.36068E-07,1.76931E-06,4.46786E-06,2.15648E-06,6.29224E-07
RID.E2.WC,RID,E,2,W,C,120.1620162,142.5601751,98.53485751,116.6836216,NA,82.14420536,1.9992357,1.7976321,2.520045,2.7720495,2.6376471,1.8816336,1.96164E-07,6.90458E-07,1.69978E-06,1.06373E-06,2.66384E-06,2.44131E-06
RID.E2.WS,RID,E,2,W,S,128.0528053,NA,114.8731409,101.3292434,NA,108.8978766,2.2008393,NA,3.0408543,1.9824354,2.5536456,2.1504384,3.76363E-07,NA,1.87742E-06,2.32775E-06,1.17695E-06,5.71251E-07
RID.E3.LA,RID,E,3,L,A,116.273326,124.8066748,121.563745,113.9017609,NA,130.4931041,4.1328738,2.5872462,2.4696441,2.8392507,2.1168378,4.3008768,4.55655E-07,3.61663E-07,1.69012E-06,4.08785E-06,8.22278E-07,1.58349E-06
RID.E3.LC,RID,E,3,L,C,151.6118936,303.0330882,119.4218241,127.2891566,NA,122.7885084,3.5952642,2.5368453,2.5872462,3.3432597,1.7472312,4.1328738,2.18052E-07,4.39679E-07,1.43784E-06,3.7863E-06,1.686E-06,7.24872E-07
RID.E3.LS,RID,E,3,L,S,110.0880162,119.9534613,119.9034534,147.3132372,NA,125.5717256,2.5704459,2.8392507,2.8224504,2.5536456,2.2176396,4.30759692,3.22729E-07,2.5913E-07,1.38075E-06,6.95759E-06,1.0078E-06,4.61458E-07
RID.E3.WA,RID,E,3,W,A,117.9447853,143.1309904,111.4537445,131.9536424,NA,128.0234752,3.7968678,2.7720495,2.688048,1.8144324,2.184039,4.2672762,4.18971E-07,4.77697E-07,1.97397E-06,8.27581E-06,2.13978E-06,1.00141E-06
RID.E3.WC,RID,E,3,W,C,159.7826087,137.0829769,121.2705882,187.2887086,NA,122.0556161,3.2088573,2.7048483,2.1504384,3.0744549,2.1672387,3.7632672,9.88898E-07,6.40814E-07,1.954E-06,4.67585E-06,1.61735E-06,3.13291E-06
RID.E3.WS,RID,E,3,W,S,120.8917836,134.5618346,121.3119143,112.4108417,NA,121.5141956,3.2088573,2.3688423,2.7048483,2.2176396,2.0496366,3.4272612,4.59857E-07,5.45476E-07,1.43104E-06,2.15427E-06,7.21579E-07,8.37516E-07
RID.E4.LA,RID,E,4,L,A,96.75103891,120.085699,106.4952049,110.8041743,114.5833333,116.2456277,2.7888498,2.1336381,2.5872462,2.9232522,3.4104609,2.6544474,5.55282E-07,5.79091E-07,1.13963E-06,7.96388E-07,8.27171E-07,8.01274E-07
RID.E4.LC,RID,E,4,L,C,116.4821259,120.3601617,106.4171123,121.6972878,101.8548387,111.8913102,3.4608618,1.7640315,2.184039,2.5536456,2.86277112,3.4608618,3.23089E-07,4.83876E-07,1.34264E-06,8.2431E-07,1.75761E-06,7.60655E-07
RID.E4.LS,RID,E,4,L,S,121.0992908,146.8408262,115.2905199,107.750953,113.0880792,111.7979646,2.9904534,2.2176396,2.2176396,2.7048483,3.4944624,3.1584564,3.48611E-07,6.49865E-07,9.61902E-07,8.21472E-07,7.0223E-07,1.00166E-06
RID.E4.WA,RID,E,4,W,A,111.4715719,136.8495575,116.1021109,111.5151515,98.6784141,137.3150106,3.024054,2.352042,2.3856426,2.581940842,3.192057,2.3184414,2.73018E-07,8.60028E-07,8.80802E-07,1.93623E-06,1.9362E-06,9.15417E-07
RID.E4.WC,RID,E,4,W,C,NA,116.9592697,109.4820717,119.5544554,94.06126276,166.6666667,NA,2.4024429,2.4528438,2.1504384,2.688048,2.8224504,NA,5.17441E-07,7.78924E-07,1.06921E-06,2.85279E-06,8.95702E-07
RID.E4.WS,RID,E,4,W,S,109.1907279,136.6368286,111.4023591,128.7286064,98.47908745,124.5937161,2.5032447,2.2848408,2.1168378,2.0664369,2.3184414,2.5872462,4.2605E-07,6.87766E-07,8.3296E-07,1.68395E-06,8.84015E-07,4.5912E-07
RID.E5.LA,RID,E,5,L,A,127.3708558,124.7499286,111.1036339,114.9201943,107.8300216,119.446093,2.8224504,2.8728513,4.1664744,2.9232522,2.6544474,3.192057,2.1971E-07,3.55207E-07,7.96783E-07,4.69944E-07,1.06708E-06,6.71559E-07
RID.E5.LC,RID,E,5,L,C,119.6198994,360.337928,98.03921569,120.3243243,85.29874214,114.6008119,2.9736531,3.0576546,3.2760585,2.352042,2.2176396,2.6208468,5.76038E-07,1.52491E-06,8.86196E-07,2.73883E-06,3.70288E-06,1.44247E-06
RID.E5.LS,RID,E,5,L,S,125.8987528,146.8889361,111.2865948,112.3883929,103.2407407,128.1048986,3.8472687,2.6208468,4.4184789,2.5536456,3.3096591,2.9904534,1.09585E-07,4.42213E-07,8.63281E-07,9.26118E-07,5.18747E-07,5.48091E-07
RID.E5.WA,RID,E,5,W,A,116.6274971,160.7958601,110.060423,112.950699,99.1334958,125.0296912,3.2256576,3.5112627,2.9736531,2.8392507,2.4024429,3.0576546,2.82622E-07,4.75882E-07,1.12546E-06,9.26035E-07,3.14089E-06,5.94358E-07
RID.E5.WC,RID,E,5,W,C,122.1327968,134.3110236,105.4623942,118.7830688,93.2109686,121.1789155,2.4696441,3.024054,3.4104609,2.1672387,2.1672387,2.6544474,4.41013E-07,3.95126E-07,1.49344E-06,9.97093E-06,4.24935E-06,1.07373E-06
RID.E5.WS,RID,E,5,W,S,113.0733945,15.24915699,109.6296296,106.2693498,NA,113.6535348,3.5616636,2.7048483,1.97403525,2.4360435,NA,2.688048,2.88463E-07,5.5474E-07,9.08679E-07,1.01721E-05,NA,6.28529E-07
RLK.F1.LA,RLK,F,1,L,A,NA,NA,128.1879195,222.5352113,NA,112.3827392,NA,NA,2.2624404,2.055566118,2.2008393,2.2848408,NA,NA,1.79623E-06,1.08294E-06,7.64281E-07,3.60291E-07
RLK.F1.LC,RLK,F,1,L,C,NA,NA,130.1169591,117.9813401,NA,107.6343073,NA,NA,NA,2.0664369,2.1168378,1.7136306,NA,NA,NA,2.28125E-06,8.77851E-07,8.65923E-07
RLK.F1.LS,RLK,F,1,L,S,NA,NA,112.9554656,320.9580838,125.2124646,113.9973082,NA,NA,1.9488348,2.2512402,2.1672387,2.3856426,NA,NA,1.19743E-06,6.26691E-06,6.9707E-07,2.97169E-07
RLK.F1.WA,RLK,F,1,W,A,NA,NA,NA,109.3467337,136.2745098,121.440678,NA,NA,NA,2.3856426,2.2680405,2.7552492,NA,NA,NA,3.09133E-06,4.7852E-07,3.87127E-07
RLK.F1.WC,RLK,F,1,W,C,NA,NA,NA,118.6893204,254.7794118,124.3128964,NA,NA,NA,2.1000375,2.2176396,1.5792282,NA,NA,NA,2.07476E-07,8.958E-07,1.01083E-06
RLK.F1.WS,RLK,F,1,W,S,NA,NA,90.39812646,94.13580247,332.2709163,136.7458867,NA,NA,1.7136306,1.5624279,2.2008393,2.5872462,NA,NA,2.34523E-06,2.5198E-06,5.11926E-07,3.4143E-07
RLK.F2.LA,RLK,F,2,L,A,NA,NA,103.0849825,102.0149254,141.8419144,111.4367405,NA,NA,2.4024429,2.016036,2.2176396,1.9152342,NA,NA,7.3018E-07,4.12654E-06,1.20314E-06,4.837E-07
RLK.F2.LC,RLK,F,2,L,C,NA,NA,101.7908309,124.5481928,108.1806283,110.0632911,NA,NA,2.0496366,2.2512402,1.9152342,2.4864444,NA,NA,8.09612E-07,2.39024E-06,6.15748E-07,6.04897E-07
RLK.F2.LS,RLK,F,2,L,S,NA,NA,105.4732775,115.3553299,156.4379337,110.6124924,NA,NA,1.6464294,2.2008393,2.5368453,2.2848408,NA,NA,5.90752E-07,1.73751E-06,5.65668E-07,3.43381E-07
RLK.F2.WA,RLK,F,2,W,A,NA,NA,92.61141517,109.6849475,106.122449,118.220042,NA,NA,2.2848408,2.0664369,1.8984339,3.7632672,NA,NA,1.69834E-06,8.20067E-08,9.57877E-07,6.73619E-07
