year,month,day,jd,Year-JD,Tair,T0,T80,tun15,season
2010,7,9,190,2010-190,13.900,13.450,2.997,12.170,JJA
2010,7,10,191,2010-191,11.680,11.290,3.176,9.730,JJA
2010,7,11,192,2010-192,12.180,11.600,3.260,10.180,JJA
2010,7,12,193,2010-193,13.520,12.380,3.285,11.430,JJA
2010,7,13,194,2010-194,14.710,13.950,3.350,15.840,JJA
2010,7,14,195,2010-195,13.340,13.130,3.438,14.710,JJA
2010,7,15,196,2010-196,9.390,9.310,3.516,8.780,JJA
2010,7,16,197,2010-197,9.660,10.150,3.443,6.270,JJA
2010,7,17,198,2010-198,11.410,11.560,3.369,9.970,JJA
2010,7,18,199,2010-199,13.230,12.250,3.364,12.930,JJA
2010,7,19,200,2010-200,17.300,15.580,3.401,17.230,JJA
2010,7,20,201,2010-201,18.170,17.540,3.536,18.180,JJA
2010,7,21,202,2010-202,17.330,16.310,3.769,17.030,JJA
2010,7,22,203,2010-203,17.800,15.580,4.032,16.210,JJA
2010,7,23,204,2010-204,14.690,14.230,4.233,15.020,JJA
2010,7,24,205,2010-205,14.890,15.080,4.344,15.010,JJA
2010,7,25,206,2010-206,15.690,15.600,4.465,15.840,JJA
2010,7,26,207,2010-207,19.720,18.220,4.554,18.630,JJA
2010,7,27,208,2010-208,13.950,14.250,4.746,11.930,JJA
2010,7,28,209,2010-209,14.920,14.700,4.823,13.910,JJA
2010,7,29,210,2010-210,18.280,17.690,4.810,16.380,JJA
2010,7,30,211,2010-211,16.820,14.890,4.859,16.750,JJA
2010,7,31,212,2010-212,17.780,16.630,4.881,17.830,JJA
2010,8,1,213,2010-213,19.090,18.140,4.922,18.050,JJA
2010,8,2,214,2010-214,15.340,15.020,5.067,14.530,JJA
2010,8,3,215,2010-215,13.080,12.380,5.125,13.520,JJA
2010,8,4,216,2010-216,11.010,10.360,5.047,11.270,JJA
2010,8,5,217,2010-217,9.080,7.840,4.905,9.120,JJA
2010,8,6,218,2010-218,11.240,10.030,4.652,10.770,JJA
2010,8,7,219,2010-219,11.930,10.630,4.441,10.740,JJA
2010,8,8,220,2010-220,13.230,11.930,4.306,11.940,JJA
2010,8,9,221,2010-221,11.580,11.320,4.269,11.090,JJA
2010,8,10,222,2010-222,12.070,11.790,4.231,12.120,JJA
2010,8,11,223,2010-223,12.960,13.480,4.262,12.570,JJA
2010,8,12,224,2010-224,16.630,16.260,4.330,16.300,JJA
2010,8,13,225,2010-225,17.190,16.700,4.485,13.330,JJA
2010,8,14,226,2010-226,9.690,10.380,4.691,8.900,JJA
2010,8,15,227,2010-227,7.420,7.340,4.675,7.380,JJA
2010,8,16,228,2010-228,6.566,6.091,4.636,7.480,JJA
2010,8,17,229,2010-229,6.438,6.258,4.469,6.870,JJA
2010,8,18,230,2010-230,8.210,7.670,4.216,8.350,JJA
2010,8,19,231,2010-231,11.040,9.950,4.010,9.910,JJA
2010,8,20,232,2010-232,12.650,12.320,3.933,12.610,JJA
2010,8,21,233,2010-233,14.310,13.990,3.944,12.230,JJA
2010,8,22,234,2010-234,15.340,14.880,4.052,14.180,JJA
2010,8,23,235,2010-235,11.340,11.400,4.150,11.520,JJA
2010,8,24,236,2010-236,8.320,8.140,4.225,8.110,JJA
2010,8,25,237,2010-237,12.090,10.810,4.405,11.250,JJA
2010,8,26,238,2010-238,11.480,10.040,4.442,10.920,JJA
2010,8,27,239,2010-239,8.840,8.050,4.380,8.590,JJA
2010,8,28,240,2010-240,7.380,7.400,4.205,7.560,JJA
2010,8,29,241,2010-241,7.780,7.650,4.046,7.590,JJA
2010,8,30,242,2010-242,9.660,7.690,3.908,8.510,JJA
2010,8,31,243,2010-243,5.412,4.752,3.754,7.020,JJA
2010,9,1,244,2010-244,3.594,6.760,3.653,7.550,SON
2010,9,2,245,2010-245,12.010,6.500,3.678,8.240,SON
2010,9,3,246,2010-246,10.180,5.846,3.551,8.090,SON
2010,9,4,247,2010-247,9.720,8.130,3.414,8.300,SON
2010,9,5,248,2010-248,9.020,8.590,3.333,7.910,SON
2010,9,6,249,2010-249,8.310,8.100,3.283,7.510,SON
2010,9,7,250,2010-250,7.420,7.000,3.255,7.010,SON
2010,9,8,251,2010-251,8.550,5.459,3.163,8.150,SON
2010,9,9,252,2010-252,8.640,6.041,3.033,7.950,SON
2010,9,10,253,2010-253,6.741,7.430,2.937,6.692,SON
2010,9,11,254,2010-254,5.605,7.260,2.935,7.020,SON
2010,9,12,255,2010-255,9.610,6.946,2.972,6.998,SON
2010,9,13,256,2010-256,2.794,5.249,3.018,6.469,SON
2010,9,14,257,2010-257,4.754,5.755,3.064,7.090,SON
2010,9,15,258,2010-258,5.837,6.407,2.986,9.390,SON
2010,9,16,259,2010-259,7.230,8.950,2.936,10.100,SON
2010,9,17,260,2010-260,-1.971,6.554,2.929,6.849,SON
2010,9,18,261,2010-261,7.760,5.765,3.040,6.329,SON
2010,9,19,262,2010-262,9.000,6.105,3.079,6.560,SON
2010,9,20,263,2010-263,6.374,3.453,3.013,4.293,SON
2010,9,21,264,2010-264,5.498,2.253,2.862,2.992,SON
2010,9,22,265,2010-265,4.038,0.359,2.661,2.785,SON
2010,9,23,266,2010-266,6.139,2.962,2.507,5.939,SON
2010,9,24,267,2010-267,8.000,4.954,2.301,6.715,SON
2010,9,25,268,2010-268,9.800,8.470,2.271,9.240,SON
2010,9,26,269,2010-269,10.840,10.170,2.324,10.330,SON
2010,9,27,270,2010-270,2.918,1.494,2.305,2.189,SON
2010,9,28,271,2010-271,3.027,2.342,2.243,3.178,SON
2010,9,29,272,2010-272,12.980,4.783,2.132,5.135,SON
2010,9,30,273,2010-273,9.010,3.806,2.077,5.719,SON
2010,10,1,274,2010-274,7.770,1.862,2.014,3.606,SON
2010,10,2,275,2010-275,12.490,7.150,2.069,9.410,SON
2010,10,3,276,2010-276,15.220,10.430,2.092,11.970,SON
2010,10,4,277,2010-277,7.760,2.655,2.082,4.869,SON
2010,10,5,278,2010-278,5.707,0.680,2.043,2.884,SON
2010,10,6,279,2010-279,10.050,6.164,1.992,7.090,SON
2010,10,7,280,2010-280,7.620,3.523,1.921,5.242,SON
2010,10,8,281,2010-281,5.999,2.816,1.882,2.991,SON
2010,10,9,282,2010-282,10.330,6.947,1.944,6.580,SON
2010,10,10,283,2010-283,6.302,2.947,1.872,3.908,SON
2010,10,11,284,2010-284,7.150,3.550,1.893,4.182,SON
2010,10,12,285,2010-285,10.020,5.305,1.895,6.368,SON
2010,10,13,286,2010-286,5.823,0.937,1.787,3.996,SON
2010,10,14,287,2010-287,4.101,0.049,1.658,1.683,SON
2010,10,15,288,2010-288,5.534,1.189,1.540,2.058,SON
2010,10,16,289,2010-289,6.065,2.276,1.395,2.911,SON
2010,10,17,290,2010-290,2.645,-1.382,1.253,0.355,SON
2010,10,18,291,2010-291,3.102,-0.969,1.146,0.506,SON
2010,10,19,292,2010-292,2.370,-1.385,0.990,-0.165,SON
2010,10,20,293,2010-293,2.057,-1.552,0.857,-0.488,SON
2010,10,21,294,2010-294,1.630,-1.884,0.732,-1.234,SON
2010,10,22,295,2010-295,1.655,-2.293,0.626,-1.498,SON
2010,10,23,296,2010-296,2.673,-2.189,0.539,-0.709,SON
2010,10,24,297,2010-297,3.504,-1.534,0.454,-0.147,SON
2010,10,25,298,2010-298,4.578,-1.433,0.400,-0.224,SON
2010,10,26,299,2010-299,7.410,0.762,0.383,2.325,SON
2010,10,27,300,2010-300,6.332,0.644,0.289,2.061,SON
2010,10,28,301,2010-301,4.157,-0.858,0.181,0.020,SON
2010,10,29,302,2010-302,0.793,-0.715,0.108,-1.698,SON
2010,10,30,303,2010-303,-6.986,-1.066,0.042,-5.051,SON
2010,10,31,304,2010-304,-5.260,-1.571,0.035,-4.684,SON
2010,11,1,305,2010-305,4.661,-0.480,0.071,0.919,SON
2010,11,2,306,2010-306,5.756,-0.302,0.045,1.539,SON
2010,11,3,307,2010-307,-1.334,-1.193,-0.049,-2.611,SON
2010,11,4,308,2010-308,-5.988,-2.156,-0.092,-5.060,SON
2010,11,5,309,2010-309,-4.713,-1.696,-0.100,-4.310,SON
2010,11,6,310,2010-310,7.310,-0.565,-0.016,2.830,SON
2010,11,7,311,2010-311,0.442,-1.078,-0.130,-1.958,SON
2010,11,8,312,2010-312,-4.970,-2.210,-0.170,-4.325,SON
2010,11,9,313,2010-313,2.836,-0.779,-0.117,0.165,SON
2010,11,10,314,2010-314,4.085,-0.294,-0.133,0.458,SON
2010,11,11,315,2010-315,2.909,-0.312,-0.172,-0.738,SON
2010,11,12,316,2010-316,-3.402,-0.455,-0.230,-2.291,SON
2010,11,13,317,2010-317,-6.012,-0.947,-0.250,-5.136,SON
2010,11,14,318,2010-318,-2.589,-0.906,-0.239,-2.188,SON
2010,11,15,319,2010-319,-2.900,-0.778,-0.251,-1.999,SON
2010,11,16,320,2010-320,-8.130,-1.146,-0.295,-6.870,SON
2010,11,17,321,2010-321,-16.240,-2.823,-0.350,-13.570,SON
2010,11,18,322,2010-322,-22.980,-4.663,-0.583,-18.530,SON
2010,11,19,323,2010-323,-18.690,-4.706,-0.444,-16.730,SON
2010,11,20,324,2010-324,-17.570,-4.763,-0.421,-16.360,SON
2010,11,21,325,2010-325,-20.690,-4.964,-0.533,-19.240,SON
2010,11,22,326,2010-326,-24.390,-6.530,-0.667,-23.520,SON
2010,11,23,327,2010-327,-18.650,-6.027,-0.467,-17.600,SON
2010,11,24,328,2010-328,-16.900,-5.028,-0.421,-15.870,SON
2010,11,25,329,2010-329,-8.260,-3.516,-0.349,-9.040,SON
2010,11,26,330,2010-330,-4.935,-2.350,-0.358,-4.549,SON
2010,11,27,331,2010-331,-6.889,-2.290,-0.366,-5.004,SON
2010,11,28,332,2010-332,-9.340,-2.344,-0.375,-8.530,SON
2010,11,29,333,2010-333,-10.750,-2.757,-0.383,-8.810,SON
2010,11,30,334,2010-334,-9.890,-3.128,-0.380,-8.170,SON
2010,12,1,335,2010-335,-8.140,-3.333,-0.389,-7.350,DJF
2010,12,2,336,2010-336,-16.940,-3.747,-0.463,-14.760,DJF
2010,12,3,337,2010-337,-17.190,-4.758,-0.487,-16.290,DJF
2010,12,4,338,2010-338,-23.150,-5.698,-0.673,-21.450,DJF
2010,12,5,339,2010-339,-18.640,-6.026,-0.516,-17.510,DJF
2010,12,6,340,2010-340,-17.310,-5.419,-0.469,-16.400,DJF
2010,12,7,341,2010-341,-18.930,-5.581,-0.537,-18.330,DJF
2010,12,8,342,2010-342,-25.640,-7.410,-0.779,-23.090,DJF
2010,12,9,343,2010-343,-22.250,-7.950,-0.624,-21.800,DJF
2010,12,10,344,2010-344,-32.210,-8.880,-0.759,-29.550,DJF
2010,12,11,345,2010-345,-25.940,-9.720,-0.763,-23.620,DJF
2010,12,12,346,2010-346,-24.690,-9.540,-0.730,-22.020,DJF
2010,12,13,347,2010-347,-27.380,-9.970,-0.785,-26.300,DJF
2010,12,14,348,2010-348,-16.520,-8.050,-0.552,-15.650,DJF
2010,12,15,349,2010-349,-13.700,-6.962,-0.707,-14.540,DJF
2010,12,16,350,2010-350,-9.280,-6.430,-0.857,-8.980,DJF
2010,12,17,351,2010-351,-5.124,-4.890,-0.967,-5.096,DJF
2010,12,18,352,2010-352,-2.920,-3.885,-0.990,-2.694,DJF
2010,12,19,353,2010-353,-7.220,-3.205,-1.017,-6.194,DJF
2010,12,20,354,2010-354,-9.150,-3.403,-0.981,-9.520,DJF
2010,12,21,355,2010-355,-9.730,-3.510,-0.957,-8.510,DJF
2010,12,22,356,2010-356,-7.430,-3.570,-0.938,-6.950,DJF
2010,12,23,357,2010-357,-9.090,-3.374,-0.939,-9.510,DJF
2010,12,24,358,2010-358,-11.640,-3.458,-0.934,-11.320,DJF
2010,12,25,359,2010-359,-14.950,-3.674,-0.961,-14.320,DJF
2010,12,26,360,2010-360,-13.590,-3.628,-0.961,-12.110,DJF
2010,12,27,361,2010-361,-13.220,-3.923,-0.970,-11.750,DJF
2010,12,28,362,2010-362,-13.300,-3.902,-0.987,-12.800,DJF
2010,12,29,363,2010-363,-22.950,-3.720,-1.261,-22.050,DJF
2010,12,30,364,2010-364,-23.500,-4.387,-1.317,-22.150,DJF
2010,12,31,365,2010-365,-21.840,-5.892,-1.288,-20.560,DJF
2011,1,1,1,2012-1,-20.710,-6.514,-2.652,-19.890,DJF
2011,1,2,2,2011-2,-19.060,-7.810,-1.311,-18.520,DJF
2011,1,3,3,2011-3,-20.050,-9.210,-1.457,-18.610,DJF
2011,1,4,4,2011-4,-20.600,-8.720,-1.612,-19.020,DJF
2011,1,5,5,2011-5,-23.040,-8.180,-1.840,-24.570,DJF
2011,1,6,6,2011-6,-20.160,-8.190,-1.842,-19.060,DJF
2011,1,7,7,2011-7,-6.152,-7.580,-1.737,-6.488,DJF
2011,1,8,8,2011-8,-5.750,-5.649,-1.818,-5.765,DJF
2011,1,9,9,2011-9,-11.170,-4.811,-1.843,-11.100,DJF
2011,1,10,10,2011-10,-10.140,-4.785,-1.805,-9.980,DJF
2011,1,11,11,2011-11,-14.700,-4.700,-1.786,-14.980,DJF
2011,1,12,12,2011-12,-22.700,-4.963,-1.959,-23.340,DJF
2011,1,13,13,2011-13,-28.380,-5.687,-2.070,-27.780,DJF
2011,1,14,14,2011-14,-26.140,-6.779,-2.081,-25.420,DJF
2011,1,15,15,2011-15,-25.370,-8.160,-2.086,-24.690,DJF
2011,1,16,16,2011-16,-28.780,-8.310,-2.251,-28.070,DJF
2011,1,17,17,2011-17,-30.270,-8.400,-2.346,-28.870,DJF
2011,1,18,18,2011-18,-30.050,-8.700,-2.420,-29.500,DJF
2011,1,19,19,2011-19,-29.280,-8.710,-2.474,-29.110,DJF
2011,1,20,20,2011-20,-31.640,-9.010,-2.553,-30.980,DJF
2011,1,21,21,2011-21,-33.540,-9.020,-2.568,-32.430,DJF
2011,1,22,22,2011-22,-34.330,-9.260,-2.646,-32.300,DJF
2011,1,23,23,2011-23,-31.410,-9.650,-2.751,-31.650,DJF
2011,1,24,24,2011-24,-24.780,-9.490,-2.963,-24.020,DJF
2011,1,25,25,2011-25,-27.810,-9.140,-3.107,-27.510,DJF
2011,1,26,26,2011-26,-27.100,-9.290,-3.209,-26.830,DJF
2011,1,27,27,2011-27,-36.050,-9.090,-3.086,-34.090,DJF
2011,1,28,28,2011-28,-30.900,-9.370,-3.273,-29.670,DJF
2011,1,29,29,2011-29,-34.290,-9.900,-3.340,-33.070,DJF
2011,1,30,30,2011-30,-26.000,-10.760,-3.485,-25.360,DJF
2011,1,31,31,2011-31,-21.720,-11.090,-3.506,-21.950,DJF
2011,2,1,32,2011-32,-20.390,-10.390,-3.583,-20.670,DJF
2011,2,2,33,2011-33,-22.040,-9.750,-3.764,-21.800,DJF
2011,2,3,34,2011-34,-18.290,-9.200,-3.720,-17.680,DJF
2011,2,4,35,2011-35,-16.820,-8.800,-3.698,-16.370,DJF
2011,2,5,36,2011-36,-20.770,-8.670,-3.813,-19.600,DJF
2011,2,6,37,2011-37,-24.920,-8.970,-3.972,-23.910,DJF
2011,2,7,38,2011-38,-23.320,-9.460,-3.895,-22.820,DJF
2011,2,8,39,2011-39,-24.140,-10.190,-3.945,-23.350,DJF
2011,2,9,40,2011-40,-29.880,-10.900,-4.140,-28.760,DJF
2011,2,10,41,2011-41,-30.060,-11.310,-4.169,-28.960,DJF
2011,2,11,42,2011-42,-25.650,-11.310,-4.190,-25.000,DJF
2011,2,12,43,2011-43,-29.920,-11.270,-4.325,-29.360,DJF
2011,2,13,44,2011-44,-31.290,-11.270,-4.335,-31.240,DJF
2011,2,14,45,2011-45,-22.780,-11.250,-4.285,-22.980,DJF
2011,2,15,46,2011-46,-18.640,-10.490,-4.242,-19.120,DJF
2011,2,16,47,2011-47,-27.760,-9.960,-4.572,-27.050,DJF
2011,2,17,48,2011-48,-22.680,-9.690,-4.421,-23.010,DJF
2011,2,18,49,2011-49,-24.980,-9.710,-4.463,-25.220,DJF
2011,2,19,50,2011-50,-28.970,-9.720,-4.490,-29.350,DJF
2011,2,20,51,2011-51,-19.530,-9.900,-4.325,-18.700,DJF
2011,2,21,52,2011-52,-16.760,-9.490,-4.206,-15.560,DJF
2011,2,22,53,2011-53,-15.280,-8.690,-4.186,-13.680,DJF
2011,2,23,54,2011-54,-20.060,-8.340,-4.258,-20.310,DJF
2011,2,24,55,2011-55,-22.230,-8.780,-4.289,-20.990,DJF
2011,2,25,56,2011-56,-27.850,-9.190,-4.401,-26.990,DJF
2011,2,26,57,2011-57,-20.830,-9.280,-4.196,-19.780,DJF
2011,2,27,58,2011-58,-17.070,-9.370,-4.077,-17.960,DJF
2011,2,28,59,2011-59,-26.470,-10.500,-4.390,-25.960,DJF
2011,3,1,60,2011-60,-26.880,-12.220,-4.427,-25.750,MAM
2011,3,2,61,2011-61,-25.580,-13.110,-4.481,-25.210,MAM
2011,3,3,62,2011-62,-27.480,-12.560,-4.639,-26.740,MAM
2011,3,4,63,2011-63,-30.540,-12.500,-4.740,-29.630,MAM
2011,3,5,64,2011-64,-29.270,-13.000,-4.813,-28.200,MAM
2011,3,6,65,2011-65,-29.180,-12.930,-4.919,-28.320,MAM
2011,3,7,66,2011-66,-20.530,-13.540,-4.848,-21.900,MAM
2011,3,8,67,2011-67,-16.870,-12.740,-4.791,-15.900,MAM
2011,3,9,68,2011-68,-18.860,-11.750,-4.931,-19.350,MAM
2011,3,10,69,2011-69,-22.160,-12.280,-5.032,-22.210,MAM
2011,3,11,70,2011-70,-25.100,-12.330,-5.141,-25.010,MAM
2011,3,12,71,2011-71,-27.270,-11.740,-5.158,-27.850,MAM
2011,3,13,72,2011-72,-18.940,-11.190,-4.977,-19.520,MAM
2011,3,14,73,2011-73,-17.890,-10.440,-4.936,-18.440,MAM
2011,3,15,74,2011-74,-20.370,-9.900,-4.955,-21.370,MAM
2011,3,16,75,2011-75,-19.940,-9.570,-4.878,-19.240,MAM
2011,3,17,76,2011-76,-25.630,-9.500,-4.975,-24.790,MAM
2011,3,18,77,2011-77,-20.850,-9.440,-4.753,-19.210,MAM
2011,3,19,78,2011-78,-12.490,-9.090,-4.529,-13.190,MAM
2011,3,20,79,2011-79,-16.540,-8.520,-4.539,-16.930,MAM
2011,3,21,80,2011-80,-25.150,-8.340,-4.721,-26.430,MAM
2011,3,22,81,2011-81,-24.080,-8.350,-4.572,-21.540,MAM
2011,3,23,82,2011-82,-16.670,-8.360,-4.381,-18.100,MAM
2011,3,24,83,2011-83,-18.560,-8.300,-4.361,-20.390,MAM
2011,3,25,84,2011-84,-22.830,-8.290,-4.397,-21.310,MAM
2011,3,26,85,2011-85,-16.240,-8.230,-4.216,-14.160,MAM
2011,3,27,86,2011-86,-12.110,-8.090,-4.083,-10.950,MAM
2011,3,28,87,2011-87,-11.760,-7.830,-4.045,-11.590,MAM
2011,3,29,88,2011-88,-10.160,-7.530,-3.980,-10.830,MAM
2011,3,30,89,2011-89,-8.410,-7.180,-3.913,-7.010,MAM
2011,3,31,90,2011-90,-1.367,-6.656,-3.793,-1.517,MAM
2011,4,1,91,2011-91,0.501,-5.099,-3.698,-0.384,MAM
2011,4,2,92,2011-92,-3.311,-4.250,-3.621,-4.580,MAM
2011,4,3,93,2011-93,-8.590,-4.381,-3.513,-10.510,MAM
2011,4,4,94,2011-94,-12.840,-4.634,-3.389,-13.710,MAM
2011,4,5,95,2011-95,-15.990,-5.033,-3.362,-18.180,MAM
2011,4,6,96,2011-96,-9.630,-5.201,-3.178,-7.810,MAM
2011,4,7,97,2011-97,-4.160,-5.063,-2.985,-5.188,MAM
2011,4,8,98,2011-98,-5.749,-4.759,-2.981,-6.808,MAM
2011,4,9,99,2011-99,-1.470,-4.131,-2.840,-1.174,MAM
2011,4,10,100,2011-100,-10.300,-3.266,-2.829,-11.040,MAM
2011,4,11,101,2011-101,-8.560,-3.567,-2.645,-9.730,MAM
2011,4,12,102,2011-102,-17.870,-3.976,-2.646,-17.880,MAM
2011,4,13,103,2011-103,-17.600,-5.032,-2.615,-18.690,MAM
2011,4,14,104,2011-104,-17.910,-5.858,-2.597,-18.670,MAM
2011,4,15,105,2011-105,-13.170,-6.226,-2.550,-14.400,MAM
2011,4,16,106,2011-106,-14.360,-6.227,-2.608,-16.800,MAM
2011,4,17,107,2011-107,-11.790,-6.195,-2.624,-10.960,MAM
2011,4,18,108,2011-108,-11.740,-5.937,-2.658,-11.660,MAM
2011,4,19,109,2011-109,-12.210,-5.843,-2.717,-12.900,MAM
2011,4,20,110,2011-110,-5.959,-5.696,-2.653,-4.774,MAM
2011,4,21,111,2011-111,-8.380,-5.166,-2.725,-8.480,MAM
2011,4,22,112,2011-112,-12.830,-4.965,-2.731,-14.190,MAM
2011,4,23,113,2011-113,-10.000,-5.050,-2.663,-11.180,MAM
2011,4,24,114,2011-114,-17.550,-4.880,-2.718,-18.410,MAM
2011,4,25,115,2011-115,-18.290,-5.251,-2.733,-17.880,MAM
2011,4,26,116,2011-116,-8.400,-5.502,-2.598,-9.330,MAM
2011,4,27,117,2011-117,-3.374,-5.150,-2.542,-5.250,MAM
2011,4,28,118,2011-118,-2.099,-4.488,-2.532,-2.996,MAM
2011,4,29,119,2011-119,-8.260,-3.599,-2.594,-8.130,MAM
2011,4,30,120,2011-120,-10.180,-3.569,-2.523,-11.680,MAM
2011,5,1,121,2011-121,-7.740,-3.826,-2.440,-8.370,MAM
2011,5,2,122,2011-122,-10.910,-3.894,-2.423,-11.230,MAM
2011,5,3,123,2011-123,-7.180,-4.026,-2.321,-7.090,MAM
2011,5,4,124,2011-124,-1.677,-3.846,-2.213,-1.059,MAM
2011,5,5,125,2011-125,-1.575,-2.341,-2.211,-2.134,MAM
2011,5,6,126,2011-126,-6.160,-2.061,-2.167,-7.450,MAM
2011,5,7,127,2011-127,-6.099,-2.531,-2.054,-7.260,MAM
2011,5,8,128,2011-128,-4.289,-2.709,-1.980,-6.294,MAM
2011,5,9,129,2011-129,-1.746,-2.468,-1.904,-2.876,MAM
2011,5,10,130,2011-130,-1.797,-2.182,-1.866,-2.332,MAM
2011,5,11,131,2011-131,-2.305,-1.997,-1.807,-2.997,MAM
2011,5,12,132,2011-132,-3.211,-1.921,-1.748,-4.029,MAM
2011,5,13,133,2011-133,-1.056,-1.395,-1.614,-1.919,MAM
2011,5,14,134,2011-134,-0.445,-0.275,-1.557,-0.796,MAM
2011,5,15,135,2011-135,1.479,-0.229,-1.402,-0.104,MAM
2011,5,16,136,2011-136,4.729,-0.158,-1.216,5.946,MAM
2011,5,17,137,2011-137,7.690,-0.129,-1.040,5.802,MAM
2011,5,18,138,2011-138,-0.573,-0.269,-0.538,-0.987,MAM
2011,5,19,139,2011-139,-0.281,-0.261,-0.491,-0.679,MAM
2011,5,20,140,2011-140,-0.538,-0.266,-0.487,-0.749,MAM
2011,5,21,141,2011-141,-0.012,-0.250,-0.458,-0.278,MAM
2011,5,22,142,2011-142,-2.000,-0.302,-0.495,-1.811,MAM
2011,5,23,143,2011-143,-1.568,-0.288,-0.469,-1.987,MAM
2011,5,24,144,2011-144,-2.838,-0.314,-0.482,-3.102,MAM
2011,5,25,145,2011-145,-1.136,-0.277,-0.438,-2.138,MAM
2011,5,26,146,2011-146,2.209,-0.203,-0.361,0.916,MAM
2011,5,27,147,2011-147,0.010,-0.224,-0.383,-0.738,MAM
2011,5,28,148,2011-148,-1.259,-0.276,-0.418,-1.062,MAM
2011,5,29,149,2011-149,-0.164,-0.219,-0.353,-0.494,MAM
2011,5,30,150,2011-150,-0.051,-0.186,-0.312,0.616,MAM
2011,5,31,151,2011-151,0.270,-0.182,-0.298,0.319,MAM
2011,6,1,152,2011-152,1.758,-0.027,-0.238,-0.263,JJA
2011,6,2,153,2011-153,10.810,3.317,-0.118,14.888,JJA
2011,6,3,154,2011-154,9.410,8.890,-0.095,10.786,JJA
2011,6,4,155,2011-155,-0.105,0.118,-0.280,-0.132,JJA
2011,6,5,156,2011-156,1.690,1.465,-0.239,1.373,JJA
2011,6,6,157,2011-157,2.107,2.251,-0.216,1.828,JJA
2011,6,7,158,2011-158,2.064,1.936,-0.221,1.662,JJA
2011,6,8,159,2011-159,4.512,5.583,-0.164,4.213,JJA
2011,6,9,160,2011-160,10.040,10.760,-0.126,10.218,JJA
2011,6,10,161,2011-161,3.055,3.790,-0.197,3.617,JJA
2011,6,11,162,2011-162,8.610,9.610,-0.104,10.437,JJA
2011,6,12,163,2011-163,9.130,9.800,-0.110,6.820,JJA
2011,6,13,164,2011-164,8.500,9.710,-0.105,8.835,JJA
2011,6,14,165,2011-165,8.980,9.250,-0.101,7.287,JJA
2011,6,15,166,2011-166,2.256,2.586,-0.222,1.870,JJA
2011,6,16,167,2011-167,3.927,4.394,-0.175,4.923,JJA
2011,6,17,168,2011-168,4.588,5.309,-0.165,6.105,JJA
2011,6,18,169,2011-169,7.320,8.070,-0.132,8.805,JJA
2011,6,19,170,2011-170,6.829,7.600,-0.139,8.297,JJA
2011,6,20,171,2011-171,7.400,7.890,-0.132,8.287,JJA
2011,6,21,172,2011-172,13.890,15.030,-0.096,15.873,JJA
2011,6,22,173,2011-173,14.130,14.880,-0.086,10.298,JJA
2011,6,23,174,2011-174,5.519,6.370,-0.140,5.104,JJA
2011,6,24,175,2011-175,6.603,6.232,-0.073,7.939,JJA
2011,6,25,176,2011-176,7.520,7.750,0.043,9.223,JJA
2011,6,26,177,2011-177,8.890,9.200,0.166,7.640,JJA
2011,6,27,178,2011-178,10.040,9.890,0.330,10.228,JJA
2011,6,28,179,2011-179,14.550,14.650,0.501,13.962,JJA
2011,6,29,180,2011-180,17.740,18.080,0.741,18.442,JJA
2011,6,30,181,2011-181,17.090,17.870,1.107,18.750,JJA
2011,7,1,182,2011-182,20.500,20.380,1.767,21.120,JJA
2011,7,2,183,2011-183,13.430,13.480,2.265,12.478,JJA
2011,7,3,184,2011-184,9.770,9.860,2.468,7.968,JJA
2011,7,4,185,2011-185,9.070,9.040,2.424,10.228,JJA
2011,7,5,186,2011-186,8.080,9.270,2.331,9.412,JJA
2011,7,6,187,2011-187,9.780,10.650,2.260,10.955,JJA
2011,7,7,188,2011-188,13.980,13.950,2.256,13.364,JJA
2011,7,8,189,2011-189,17.810,17.950,2.362,18.870,JJA
2011,7,9,190,2011-190,14.880,15.440,2.615,15.843,JJA
2011,7,10,191,2011-191,9.220,9.810,2.794,8.695,JJA
2011,7,11,192,2011-192,13.720,13.720,2.826,13.424,JJA
2011,7,12,193,2011-193,20.490,20.050,2.850,20.423,JJA
2011,7,13,194,2011-194,20.160,18.810,3.113,19.298,JJA
2011,7,14,195,2011-195,17.790,17.390,3.434,17.526,JJA
2011,7,15,196,2011-196,17.030,16.900,3.715,14.400,JJA
2011,7,16,197,2011-197,9.790,9.790,3.953,8.954,JJA
2011,7,17,198,2011-198,15.100,14.260,3.982,14.300,JJA
2011,7,18,199,2011-199,18.200,17.340,3.936,17.964,JJA
2011,7,19,200,2011-200,10.730,10.440,4.016,12.319,JJA
2011,7,20,201,2011-201,9.250,9.270,3.985,10.069,JJA
2011,7,21,202,2011-202,10.780,10.880,3.877,10.646,JJA
2011,7,22,203,2011-203,10.090,10.700,3.790,8.187,JJA
2011,7,23,204,2011-204,15.360,15.860,3.770,15.863,JJA
2011,7,24,205,2011-205,18.480,18.210,3.860,18.830,JJA
2011,7,25,206,2011-206,20.870,19.690,4.045,20.811,JJA
2011,7,26,207,2011-207,22.020,21.590,4.286,21.518,JJA
2011,7,27,208,2011-208,18.850,18.950,4.570,19.477,JJA
2011,7,28,209,2011-209,16.110,16.190,4.852,15.624,JJA
2011,7,29,210,2011-210,15.030,15.330,4.953,15.983,JJA
2011,7,30,211,2011-211,14.800,15.150,4.968,15.883,JJA
