year,month,day,jd,Year-JD,Tair,T0,T80,tun15,season,ppa80
2010,11,20,324,2010-324,-19.49,-7.29,-0.426,-16.36,SON,-0.424
2010,11,21,325,2010-325,-15.8,-5.881,-0.305,-19.24,SON,-0.375
2010,11,22,326,2010-326,-23.57,-8.34,-0.564,-23.52,SON,-0.577
2010,11,23,327,2010-327,-21.03,-10.39,-0.469,-17.6,SON,-0.532
2010,11,24,328,2010-328,-17.65,-8.6,-0.367,-15.87,SON,-0.441
2010,11,25,329,2010-329,-9.07,-3.67,-0.26,-9.04,SON,-0.536
2010,11,26,330,2010-330,-5.702,-2.738,-0.257,-4.549,SON,-0.433
2010,11,27,331,2010-331,-8.42,-2.769,-0.265,-5.004,SON,-0.472
2010,11,28,332,2010-332,-11.91,-3.621,-0.293,-8.53,SON,-0.467
2010,11,29,333,2010-333,-14.22,-5.352,-0.306,-8.81,SON,-0.471
2010,11,30,334,2010-334,-10.91,-4.055,-0.258,-8.17,SON,-0.521
2010,12,1,335,2010-335,-10.76,-3.299,-0.27,-7.35,DJF,-0.48
2010,12,2,336,2010-336,-16.48,-4.439,-0.33,-14.76,DJF,-0.398
2010,12,3,337,2010-337,-14.96,-4.744,-0.318,-16.29,DJF,-0.52
2010,12,4,338,2010-338,-22.75,-6.394,-0.518,-21.45,DJF,-0.503
2010,12,5,339,2010-339,-22.66,-7.8,-0.528,-17.51,DJF,-0.663
2010,12,6,340,2010-340,-16.86,-6.07,-0.318,-16.4,DJF,-0.622
2010,12,7,341,2010-341,-20.07,-6.194,-0.423,-18.33,DJF,-0.763
2010,12,8,342,2010-342,-27.26,-8.97,-0.684,-23.09,DJF,-0.809
2010,12,9,343,2010-343,-20.89,-7.9,-0.454,-21.8,DJF,-0.628
2010,12,10,344,2010-344,-31.87,-10.68,-0.699,-29.55,DJF,-0.945
2010,12,11,345,2010-345,-27.32,-10.41,-0.668,-23.62,DJF,-0.985
2010,12,12,346,2010-346,-26.39,-11.84,-0.658,-22.02,DJF,-0.838
2010,12,13,347,2010-347,-27.56,-13.71,-0.671,-26.3,DJF,-1.315
2010,12,14,348,2010-348,-16.21,-9.54,-0.319,-15.65,DJF,-1.719
2010,12,15,349,2010-349,-14.51,-6.534,-0.306,-14.54,DJF,-2.198
2010,12,16,350,2010-350,-10.07,-5.404,-0.25,-8.98,DJF,-2.668
2010,12,17,351,2010-351,-6.241,-2.871,-0.25,-5.096,DJF,-2.888
2010,12,18,352,2010-352,-3.661,-2.029,-0.234,-2.694,DJF,-2.972
2010,12,19,353,2010-353,-8.04,-1.651,-0.265,-6.194,DJF,-2.85
2010,12,20,354,2010-354,-10.54,-2.69,-0.256,-9.52,DJF,-2.922
2010,12,21,355,2010-355,-11.77,-2.829,-0.26,-8.51,DJF,-2.955
2010,12,22,356,2010-356,-8.93,-2.62,-0.252,-6.95,DJF,-3.015
2010,12,23,357,2010-357,-9.39,-2.249,-0.255,-9.51,DJF,-2.942
2010,12,24,358,2010-358,-11.69,-2.554,-0.254,-11.32,DJF,-3.033
2010,12,25,359,2010-359,-15.12,-3.066,-0.289,-14.32,DJF,-3.012
2010,12,26,360,2010-360,-12.8,-3.792,-0.264,-12.11,DJF,-3.157
2010,12,27,361,2010-361,-15.06,-3.731,-0.285,-11.75,DJF,-3.296
2010,12,28,362,2010-362,-12.81,-3.554,-0.268,-12.8,DJF,-3.334
2010,12,29,363,2010-363,-23.39,-5.255,-0.547,-22.05,DJF,-3.254
2010,12,30,364,2010-364,-24.84,-6.347,-0.603,-22.15,DJF,-3.814
2010,12,31,365,2010-365,-23.2,-6.544,-0.545,-20.56,DJF,-4.161
2011,1,1,1,11-Jan,-25.6,-7.17,-0.617,-22.64,DJF,-4.349
2011,1,2,2,11-Feb,-19.54,-5.713,-0.385,-18.52,DJF,-4.434
2011,1,3,3,11-Mar,-21.19,-5.007,-0.443,-18.61,DJF,-4.773
2011,1,4,4,11-Apr,-22.02,-5.953,-0.483,-19.02,DJF,-4.918
2011,1,5,5,11-May,-23.89,-7.03,-0.56,-24.57,DJF,-5.162
2011,1,6,6,11-Jun,-22.16,-6.241,-0.492,-19.06,DJF,-5.528
2011,1,7,7,11-Jul,-8.38,-4.41,-0.254,-6.488,DJF,-5.638
2011,1,8,8,11-Aug,-6.994,-2.727,-0.255,-5.765,DJF,-5.622
2011,1,9,9,11-Sep,-11.21,-2.973,-0.261,-11.1,DJF,-5.489
2011,1,10,10,11-Oct,-11.08,-3.179,-0.259,-9.98,DJF,-5.38
2011,1,11,11,11-Nov,-15.13,-2.59,-0.294,-14.98,DJF,-5.237
2011,1,12,12,11-Dec,-20.33,-2.66,-0.437,-23.34,DJF,-5.054
2011,1,13,13,2011-13,-30.21,-4.077,-0.707,-27.78,DJF,-5.351
2011,1,14,14,2011-14,-26.29,-4.83,-0.643,-25.42,DJF,-5.429
2011,1,15,15,2011-15,-25.11,-5.739,-0.603,-24.69,DJF,-5.717
2011,1,16,16,2011-16,-29.31,-8.03,-0.719,-28.07,DJF,-5.98
2011,1,17,17,2011-17,-31.31,-9.05,-0.725,-28.87,DJF,-6.31
2011,1,18,18,2011-18,-31.39,-9.92,-0.695,-29.5,DJF,-6.71
2011,1,19,19,2011-19,-29.82,-9.73,-0.665,-29.11,DJF,-7.23
2011,1,20,20,2011-20,-31.61,-8.75,-0.693,-30.98,DJF,-7.45
2011,1,21,21,2011-21,-34.49,-10.97,-0.532,-32.43,DJF,-7.85
2011,1,22,22,2011-22,-35.26,-10.67,-0.56,-32.3,DJF,-8.23
2011,1,23,23,2011-23,-31.36,-10.38,-0.558,-31.65,DJF,-8.6
2011,1,24,24,2011-24,-28.3,-10.15,-0.633,-24.02,DJF,-9.07
2011,1,25,25,2011-25,-27.31,-8.05,-0.623,-27.51,DJF,-9.23
2011,1,26,26,2011-26,-27.91,-8.79,-0.603,-26.83,DJF,-9.38
2011,1,27,27,2011-27,-35.09,-7.9,-0.593,-34.09,DJF,-9.38
2011,1,28,28,2011-28,-30.81,-10.15,-0.621,-29.67,DJF,-9.75
2011,1,29,29,2011-29,-34.35,-9.43,-0.606,-33.07,DJF,-9.8
2011,1,30,30,2011-30,-27.36,-11.8,-0.603,-25.36,DJF,-10.13
2011,1,31,31,2011-31,-21.19,-8.44,-0.469,-21.95,DJF,-10.13
2011,2,1,32,2011-32,-20.52,-7.77,-0.444,-20.67,DJF,-10.05
2011,2,2,33,2011-33,-20.19,-8.89,-0.432,-21.8,DJF,-10.1
2011,2,3,34,2011-34,-14.95,-6.299,-0.304,-17.68,DJF,-9.95
2011,2,4,35,2011-35,-17.82,-5.766,-0.375,-16.37,DJF,-9.89
2011,2,5,36,2011-36,-21.56,-5.964,-0.477,-19.6,DJF,-9.77
2011,2,6,37,2011-37,-25.35,-6.763,-0.643,-23.91,DJF,-9.72
2011,2,7,38,2011-38,-24.63,-9.53,-0.61,-22.82,DJF,-9.81
2011,2,8,39,2011-39,-24.14,-7.83,-0.689,-23.35,DJF,-9.89
2011,2,9,40,2011-40,-30.26,-8.89,-0.988,-28.76,DJF,-10.09
2011,2,10,41,2011-41,-31.59,-10.82,-1.063,-28.96,DJF,-10.21
2011,2,11,42,2011-42,-25.97,-10.75,-1.23,-25,DJF,-10.34
2011,2,12,43,2011-43,-29.62,-10.82,-1.545,-29.36,DJF,-10.48
2011,2,13,44,2011-44,-32.33,-10.77,-1.723,-31.24,DJF,-10.68
2011,2,14,45,2011-45,-22.25,-10.34,-1.813,-22.98,DJF,-10.9
2011,2,15,46,2011-46,-16.55,-6.507,-1.895,-19.12,DJF,-10.78
2011,2,16,47,2011-47,-28.81,-7.44,-2.381,-27.05,DJF,-10.89
2011,2,17,48,2011-48,-22.56,-8.19,-2.249,-23.01,DJF,-10.88
2011,2,18,49,2011-49,-24.79,-7.17,-2.436,-25.22,DJF,-10.96
2011,2,19,50,2011-50,-29.55,-10.31,-2.673,-29.35,DJF,-11.04
2011,2,20,51,2011-51,-21.19,-11.87,-2.649,-18.7,DJF,-10.97
2011,2,21,52,2011-52,-16.2,-10.03,-2.693,-15.56,DJF,-10.87
2011,2,22,53,2011-53,-13.32,-8.94,-2.713,-13.68,DJF,-10.75
2011,2,23,54,2011-54,-17.29,-7.49,-2.816,-20.31,DJF,-10.77
2011,2,24,55,2011-55,-23.53,-11.43,-3.003,-20.99,DJF,-10.71
2011,2,25,56,2011-56,-27.37,-10.99,-3.224,-26.99,DJF,-10.62
2011,2,26,57,2011-57,-21.95,-13.16,-3.204,-19.78,DJF,-10.58
2011,2,27,58,2011-58,-17.6,-9.36,-3.249,-17.96,DJF,-10.7
2011,2,28,59,2011-59,-26,-11.55,-3.613,-25.96,DJF,-11.09
2011,3,1,60,2011-60,-27.11,-12.33,-3.748,-25.75,MAM,-11.12
2011,3,2,61,2011-61,-24.65,-13.37,-3.878,-25.21,MAM,-11.11
2011,3,3,62,2011-62,-26.15,-11.82,-4.101,-26.74,MAM,-11.22
2011,3,4,63,2011-63,-30.89,-11.21,-4.336,-29.63,MAM,-11.6
2011,3,5,64,2011-64,-29.85,-12.31,-4.499,-28.2,MAM,-11.68
2011,3,6,65,2011-65,-29.67,-12.43,-4.724,-28.32,MAM,-11.76
2011,3,7,66,2011-66,-23.63,-13.28,-4.866,-21.9,MAM,-11.68
2011,3,8,67,2011-67,-17.34,-11.84,-4.869,-15.9,MAM,-11.57
2011,3,9,68,2011-68,-16.91,-9.46,-4.947,-19.35,MAM,-11.46
2011,3,10,69,2011-69,-19.83,-8.13,-4.958,-22.21,MAM,-11.51
2011,3,11,70,2011-70,-23.54,-7.95,-5.069,-25.01,MAM,-11.5
2011,3,12,71,2011-71,-29.91,-9.2,-5.26,-27.85,MAM,-11.46
2011,3,13,72,2011-72,-21.68,-9.66,-5.191,-19.52,MAM,-11.45
2011,3,14,73,2011-73,-14.39,-6.856,-5.207,-18.44,MAM,-11.23
2011,3,15,74,2011-74,-20.32,-6.577,-5.317,-21.37,MAM,-11.14
2011,3,16,75,2011-75,-19.89,-6.401,-5.31,-19.24,MAM,-11.03
2011,3,17,76,2011-76,-25.49,-6.919,-5.502,-24.79,MAM,-10.9
2011,3,18,77,2011-77,-22.34,-8.24,-5.38,-19.21,MAM,-10.98
2011,3,19,78,2011-78,-13.08,-7.59,-5.213,-13.19,MAM,-10.87
2011,3,20,79,2011-79,-13.19,-5.14,-5.188,-16.93,MAM,-10.73
2011,3,21,80,2011-80,-25.83,-5.29,-5.397,-26.43,MAM,-10.64
2011,3,22,81,2011-81,-24.19,-6.372,-5.249,-21.54,MAM,-10.41
2011,3,23,82,2011-82,-17.79,-6.655,-5.193,-18.1,MAM,-10.27
2011,3,24,83,2011-83,-20.48,-5.922,-5.214,-20.39,MAM,-10.07
2011,3,25,84,2011-84,-22.14,-6.04,-5.283,-21.31,MAM,-9.98
2011,3,26,85,2011-85,-16.2,-6.353,-5.208,-14.16,MAM,-10
2011,3,27,86,2011-86,-11.88,-5.53,-5.151,-10.95,MAM,-9.81
2011,3,28,87,2011-87,-10.34,-4.801,-5.081,-11.59,MAM,-9.64
2011,3,29,88,2011-88,-9.09,-4.508,-4.976,-10.83,MAM,-9.45
2011,3,30,89,2011-89,-6.644,-4.013,-4.861,-7.01,MAM,-9.31
2011,3,31,90,2011-90,-0.029,-2.512,-4.619,-1.517,MAM,-9.16
2011,4,1,91,2011-91,-0.288,-1.27,-4.447,-0.384,MAM,-8.83
2011,4,2,92,2011-92,-3.096,-0.936,-4.3,-4.58,MAM,-8.5
2011,4,3,93,2011-93,-8.96,-1.405,-4.153,-10.51,MAM,-8.39
2011,4,4,94,2011-94,-15.92,-3.765,-4.046,-13.71,MAM,-8.2
2011,4,5,95,2011-95,-17.05,-4.121,-4.059,-18.18,MAM,-7.96
2011,4,6,96,2011-96,-9.7,-7.08,-3.982,-7.81,MAM,-7.88
2011,4,7,97,2011-97,-1.786,-3.478,-3.942,-5.188,MAM,-7.85
2011,4,8,98,2011-98,-5.635,-0.243,-3.946,-6.808,MAM,-7.79
2011,4,9,99,2011-99,-0.293,-1.526,-3.728,-1.174,MAM,-7.41
2011,4,10,100,2011-100,-6.879,-0.068,-3.617,-11.04,MAM,-7.11
2011,4,11,101,2011-101,-6.228,-0.479,-3.376,-9.73,MAM,-6.761
2011,4,12,102,2011-102,-14.16,-2.098,-3.213,-17.88,MAM,-6.814
2011,4,13,103,2011-103,-17.81,-5.616,-3.31,-18.69,MAM,-6.992
2011,4,14,104,2011-104,-18.75,-6.146,-3.36,-18.67,MAM,-7.14
2011,4,15,105,2011-105,-13.13,-6.124,-3.36,-14.4,MAM,-7.29
2011,4,16,106,2011-106,-16.51,-4.859,-3.444,-16.8,MAM,-7.52
2011,4,17,107,2011-107,-13.08,-5.187,-3.587,-10.96,MAM,-7.52
2011,4,18,108,2011-108,-10.4,-5.663,-3.537,-11.66,MAM,-7.73
2011,4,19,109,2011-109,-12.04,-5.871,-3.68,-12.9,MAM,-7.65
2011,4,20,110,2011-110,-4.819,-3.885,-3.565,-4.774,MAM,-7.39
2011,4,21,111,2011-111,-7.03,-2.896,-3.578,-8.48,MAM,-7.37
2011,4,22,112,2011-112,-12.84,-3.391,-3.555,-14.19,MAM,-7.19
2011,4,23,113,2011-113,-8.32,-3.325,-3.451,-11.18,MAM,-7.08
2011,4,24,114,2011-114,-16.57,-3.336,-3.494,-18.41,MAM,-7.39
2011,4,25,115,2011-115,-18.35,-5.463,-3.566,-17.88,MAM,-7.36
2011,4,26,116,2011-116,-7.92,-5.744,-3.484,-9.33,MAM,-7.38
2011,4,27,117,2011-117,-5.528,-3.328,-3.618,-5.25,MAM,-7.38
2011,4,28,118,2011-118,-1.526,-2.138,-3.454,-2.996,MAM,-7.18
2011,4,29,119,2011-119,-5.673,0.003,-3.344,-8.13,MAM,-6.958
2011,4,30,120,2011-120,-11.27,-0.615,-3.102,-11.68,MAM,-6.609
2011,5,1,121,2011-121,-8.42,-1.691,-2.833,-8.37,MAM,-6.389
2011,5,2,122,2011-122,-10.94,-2.195,-2.748,-11.23,MAM,-6.512
2011,5,3,123,2011-123,-8.3,-2.923,-2.681,-7.09,MAM,-6.203
2011,5,4,124,2011-124,-1.223,-1.221,-2.545,-1.059,MAM,-6.148
2011,5,5,125,2011-125,0.555,0.212,-2.451,-2.134,MAM,-5.932
2011,5,6,126,2011-126,-5.53,0.047,-2.335,-7.45,MAM,-5.499
2011,5,7,127,2011-127,-6.449,-0.147,-2.104,-7.26,MAM,-5.124
2011,5,8,128,2011-128,-3.403,-0.61,-1.893,-6.294,MAM,-5.083
2011,5,9,129,2011-129,-0.933,0.543,-1.774,-2.876,MAM,-4.875
2011,5,10,130,2011-130,-0.851,1.133,-1.696,-2.332,MAM,-4.687
2011,5,11,131,2011-131,-1.053,1.173,-1.604,-2.997,MAM,-4.438
2011,5,12,132,2011-132,-2.438,0.703,-1.586,-4.029,MAM,-4.234
2011,5,13,133,2011-133,-0.42,-0.344,-1.481,-1.919,MAM,-4.097
2011,5,14,134,2011-134,-0.851,2.67,-1.451,-0.796,MAM,-4.062
2011,5,15,135,2011-135,3.137,8.32,-1.313,-0.104,MAM,-4.088
2011,5,16,136,2011-136,8.13,12.73,-1.278,5.946,MAM,-3.835
2011,5,17,137,2011-137,11.69,16.55,-1.178,5.802,MAM,-3.596
2011,5,18,138,2011-138,0.108,2.464,-1.229,-0.987,MAM,-3.502
2011,5,19,139,2011-139,0.166,2.846,-1.175,-0.679,MAM,-3.388
2011,5,20,140,2011-140,0.491,2.78,-1.133,-0.749,MAM,-3.311
2011,5,21,141,2011-141,0.535,3.05,-1.091,-0.278,MAM,-3.216
2011,5,22,142,2011-142,-1.376,-0.239,-1.094,-1.811,MAM,-3.169
2011,5,23,143,2011-143,-2.577,1.067,-1.109,-1.987,MAM,-3.074
2011,5,24,144,2011-144,-3.06,-1.076,-1.059,-3.102,MAM,-3.054
2011,5,25,145,2011-145,-1.599,1.939,-1.029,-2.138,MAM,-2.978
2011,5,26,146,2011-146,3.597,10.09,-0.914,0.916,MAM,-2.821
2011,5,27,147,2011-147,-0.364,3.815,-0.962,-0.738,MAM,-2.868
2011,5,28,148,2011-148,-1.241,-0.344,-0.938,-1.062,MAM,-2.794
2011,5,29,149,2011-149,-0.261,2.587,-0.904,-0.494,MAM,-2.743
2011,5,30,150,2011-150,0.602,3.746,-0.867,0.616,MAM,-2.602
2011,5,31,151,2011-151,0.234,1.463,-0.847,0.319,MAM,-2.551
2011,6,1,152,2011-152,5.151,12.38,-0.785,-0.263,JJA,-2.664
2011,6,2,153,2011-153,11.71,15.91,-0.738,14.888,JJA,-2.677
2011,6,3,154,2011-154,13.05,13.74,-0.617,10.786,JJA,-2.259
2011,6,4,155,2011-155,0.977,1.671,-0.768,-0.132,JJA,-2.487
2011,6,5,156,2011-156,4.203,4.976,-0.68,1.373,JJA,-2.454
2011,6,6,157,2011-157,2.973,4.991,-0.707,1.828,JJA,-2.402
2011,6,7,158,2011-158,2.955,5.049,-0.697,1.662,JJA,-2.335
2011,6,8,159,2011-159,4.899,10.89,-0.664,4.213,JJA,-2.211
2011,6,9,160,2011-160,10.68,16.91,-0.602,10.218,JJA,-2.323
2011,6,10,161,2011-161,4.71,7.42,-0.614,3.617,JJA,-2.225
2011,6,11,162,2011-162,13.84,18.87,-0.618,10.437,JJA,-2.19
2011,6,12,163,2011-163,15.33,19.74,-0.582,6.82,JJA,-2.022
2011,6,13,164,2011-164,15.55,17.58,-0.575,8.835,JJA,-2.046
2011,6,14,165,2011-165,16.81,17.76,-0.512,7.287,JJA,-1.947
2011,6,15,166,2011-166,5.868,8.07,-0.535,1.87,JJA,-2.067
2011,6,16,167,2011-167,5.722,7.36,-0.536,4.923,JJA,-1.86
2011,6,17,168,2011-168,6.732,9.8,-0.516,6.105,JJA,-1.952
2011,6,18,169,2011-169,9.54,12.18,-0.469,8.805,JJA,-1.879
2011,6,19,170,2011-170,10.03,13.21,-0.471,8.297,JJA,-1.865
2011,6,20,171,2011-171,8.8,12.57,-0.477,8.287,JJA,-1.885
2011,6,21,172,2011-172,12.1,17.15,-0.521,15.873,JJA,-1.973
2011,6,22,173,2011-173,19.39,23.19,-0.475,10.298,JJA,-1.644
2011,6,23,174,2011-174,10.74,14,-0.448,5.104,JJA,-1.71
2011,6,24,175,2011-175,7.39,9.57,-0.462,7.939,JJA,-1.722
2011,6,25,176,2011-176,9.03,11.56,-0.412,9.223,JJA,-1.765
2011,6,26,177,2011-177,13.93,14.84,-0.41,7.64,JJA,-1.656
2011,6,27,178,2011-178,10.13,14.86,-0.425,10.228,JJA,-1.725
2011,6,28,179,2011-179,14.93,17.57,-0.384,13.962,JJA,-1.591
2011,6,29,180,2011-180,19.47,21.04,-0.385,18.442,JJA,-1.649
2011,6,30,181,2011-181,22.93,24.15,-0.409,18.75,JJA,-1.556
2011,7,1,182,2011-182,23.03,25.93,-0.442,21.12,JJA,-1.608
2011,7,2,183,2011-183,16.27,16.15,-0.32,12.478,JJA,-1.294
2011,7,3,184,2011-184,13.08,16.42,-0.384,7.968,JJA,-1.31
2011,7,4,185,2011-185,10.13,12.23,-0.309,10.228,JJA,-1.457
2011,7,5,186,2011-186,9.74,13.24,-0.372,9.412,JJA,-1.252
2011,7,6,187,2011-187,14.5,17.18,-0.298,10.955,JJA,-1.277
2011,7,7,188,2011-188,13.3,16.49,-0.379,13.364,JJA,-1.361
2011,7,8,189,2011-189,18.34,21.02,-0.351,18.87,JJA,-1.246
2011,7,9,190,2011-190,16.04,16.58,-0.291,15.843,JJA,-1.173
2011,7,10,191,2011-191,8.79,8.96,-0.287,8.695,JJA,-1.166
2011,7,11,192,2011-192,11.22,13.32,-0.328,13.424,JJA,-1.209
2011,7,12,193,2011-193,19.58,22.73,-0.345,20.423,JJA,-1.268
2011,7,13,194,2011-194,22,22.92,-0.346,19.298,JJA,-1.124
2011,7,14,195,2011-195,20.75,24.82,-0.349,17.526,JJA,-1.089
2011,7,15,196,2011-196,22.67,24.03,-0.328,14.4,JJA,-1.015
2011,7,16,197,2011-197,16.94,19.27,-0.283,8.954,JJA,-1.038
2011,7,17,198,2011-198,14.92,19.86,-0.308,14.3,JJA,-1.095
2011,7,18,199,2011-199,18.87,22.07,-0.301,17.964,JJA,-0.994
2011,7,19,200,2011-200,15.22,15.14,-0.233,12.319,JJA,-0.825
2011,7,20,201,2011-201,10.81,13.06,-0.239,10.069,JJA,-0.814
2011,7,21,202,2011-202,10.28,11.6,-0.22,10.646,JJA,-0.889
2011,7,22,203,2011-203,10.34,13.22,-0.271,8.187,JJA,-0.789
2011,7,23,204,2011-204,13.08,17.55,-0.292,15.863,JJA,-0.96
2011,7,24,205,2011-205,17.89,21.11,-0.272,18.83,JJA,-0.862
2011,7,25,206,2011-206,20.9,24.17,-0.291,20.811,JJA,-0.74
2011,7,26,207,2011-207,21.49,23.98,-0.271,21.518,JJA,-0.774
2011,7,27,208,2011-208,18.97,18.63,-0.214,19.477,JJA,-0.666
2011,7,28,209,2011-209,17.85,20.23,-0.231,15.624,JJA,-0.768
2011,7,29,210,2011-210,14.72,16.65,-0.181,15.983,JJA,-0.828
2011,7,30,211,2011-211,16.59,16.92,-0.165,15.883,JJA,-0.675
2011,7,31,212,2011-212,12.58,13,-0.145,11.473,JJA,-0.566
2011,8,1,213,2011-213,13.77,14.79,-0.175,13.524,JJA,-0.751
2011,8,2,214,2011-214,19.33,21.06,-0.219,18.979,JJA,-0.765
2011,8,3,215,2011-215,19.06,19.28,-0.204,16.859,JJA,-0.649
2011,8,4,216,2011-216,16.54,17.8,-0.184,14.559,JJA,-0.554
2011,8,5,217,2011-217,13.35,14.69,-0.143,10.885,JJA,-0.512
2011,8,6,218,2011-218,13.93,15.54,-0.155,14.549,JJA,-0.599
2011,8,7,219,2011-219,15.49,17.37,-0.191,14.131,JJA,-0.392
2011,8,8,220,2011-220,13.41,14.94,-0.209,13.782,JJA,-0.494
2011,8,9,221,2011-221,15,18.38,-0.208,16.291,JJA,-0.551
2011,8,10,222,2011-222,14.67,15.53,-0.138,12.379,JJA,-0.522
2011,8,11,223,2011-223,12.81,16.98,-0.195,12.14,JJA,-0.411
2011,8,12,224,2011-224,12.86,16.22,-0.203,13.573,JJA,-0.407
2011,8,13,225,2011-225,15.13,15.42,-0.15,14.868,JJA,-0.404
2011,8,14,226,2011-226,14.82,17.03,-0.135,13.374,JJA,-0.424
2011,8,15,227,2011-227,13.4,14.87,-0.15,14.489,JJA,-0.481
2011,8,16,228,2011-228,15.79,15.83,-0.119,12.976,JJA,-0.355
2011,8,17,229,2011-229,16.52,18.38,-0.158,12.269,JJA,-0.377
2011,8,18,230,2011-230,14.91,17.82,-0.171,12.877,JJA,-0.357
2011,8,19,231,2011-231,11.41,11.75,-0.081,10.179,JJA,-0.356
2011,8,20,232,2011-232,9.02,9.66,-0.093,9.273,JJA,-0.403
2011,8,21,233,2011-233,11.87,14.11,-0.119,11.921,JJA,-0.394
2011,8,22,234,2011-234,11.71,11.01,-0.06,11.094,JJA,-0.375
2011,8,23,235,2011-235,13.25,15.34,-0.122,12.03,JJA,-0.334
2011,8,24,236,2011-236,12.58,15.17,-0.123,13.434,JJA,-0.407
2011,8,25,237,2011-237,18.86,20.15,-0.135,16.182,JJA,-0.324
2011,8,26,238,2011-238,14.65,15.97,-0.09,12.797,JJA,-0.29
2011,8,27,239,2011-239,13.05,14.53,-0.082,12.697,JJA,-0.273
2011,8,28,240,2011-240,12.24,12.23,-0.055,11.672,JJA,-0.298
2011,8,29,241,2011-241,11.57,12.85,-0.108,11.363,JJA,-0.238
2011,8,30,242,2011-242,9.61,9.3,-0.066,10.089,JJA,-0.365
2011,8,31,243,2011-243,12.4,13.14,-0.042,12.359,JJA,-0.305
2011,9,1,244,2011-244,11.45,11.92,-0.033,10.457,SON,-0.272
2011,9,2,245,2011-245,9.76,10.41,-0.054,8.924,SON,-0.295
2011,9,3,246,2011-246,7.88,8.41,-0.098,8.058,SON,-0.274
2011,9,4,247,2011-247,9.43,10.1,-0.093,10.149,SON,-0.468
2011,9,5,248,2011-248,16.55,17.39,-0.088,17.864,SON,-0.284
2011,9,6,249,2011-249,14.99,15.18,-0.062,13.165,SON,-0.195
2011,9,7,250,2011-250,14.35,15.46,-0.071,13.942,SON,-0.343
2011,9,8,251,2011-251,18.07,18.37,-0.088,15.953,SON,-0.23
2011,9,9,252,2011-252,10.4,11.36,-0.029,9.97,SON,-0.23
2011,9,10,253,2011-253,17.03,17.73,-0.082,15.584,SON,-0.298
2011,9,11,254,2011-254,10.59,11.65,-0.071,10.298,SON,-0.233
2011,9,12,255,2011-255,6.932,7.93,-0.097,5.798,SON,-0.323
2011,9,13,256,2011-256,4.152,4.18,-0.132,5.572,SON,-0.348
2011,9,14,257,2011-257,5.366,6.631,-0.134,6.606,SON,-0.306
2011,9,15,258,2011-258,9.01,9.31,-0.079,9.741,SON,-0.376
2011,9,16,259,2011-259,11.4,12.4,-0.074,11.005,SON,-0.289
2011,9,17,260,2011-260,11.52,11.52,-0.026,12.419,SON,-0.225
2011,9,18,261,2011-261,13.2,13.71,-0.047,10.945,SON,-0.167
2011,9,19,262,2011-262,7.87,7.81,-0.036,7.273,SON,-0.246
2011,9,20,263,2011-263,5.71,6.061,-0.075,6.147,SON,-0.278
2011,9,21,264,2011-264,6.305,7.15,-0.099,8.028,SON,-0.317
2011,9,22,265,2011-265,8.3,8.71,-0.07,11.224,SON,-0.276
2011,9,23,266,2011-266,12.68,13.06,-0.03,15.077,SON,-0.223
2011,9,24,267,2011-267,14.97,15.85,-0.056,14.609,SON,-0.133
2011,9,25,268,2011-268,11.61,12.6,-0.065,10.756,SON,-0.183
2011,9,26,269,2011-269,12.94,13.18,-0.022,13.723,SON,-0.212
2011,9,27,270,2011-270,15.09,14.44,0.011,15.126,SON,-0.168
2011,9,28,271,2011-271,9.15,9.2,-0.022,6.307,SON,-0.192
2011,9,29,272,2011-272,2.2,2.589,-0.133,2.159,SON,-0.357
2011,9,30,273,2011-273,3.837,4.803,-0.104,4.164,SON,-0.356
2011,10,1,274,2011-274,10.16,10.08,-0.033,10.975,SON,-0.178
2011,10,2,275,2011-275,4,4.502,-0.11,2.886,SON,-0.28
2011,10,3,276,2011-276,3.244,3.642,-0.104,2.346,SON,-0.247
2011,10,4,277,2011-277,4.951,5.001,-0.089,4.717,SON,-0.136
2011,10,5,278,2011-278,7.18,7.02,-0.04,5.945,SON,-0.231
2011,10,6,279,2011-279,8.96,9.73,-0.07,7.177,SON,-0.257
2011,10,7,280,2011-280,7.19,7.88,-0.027,6.234,SON,-0.219
2011,10,8,281,2011-281,8.05,7.79,-0.009,6.113,SON,-0.224
2011,10,9,282,2011-282,4.952,3.595,-0.091,4.616,SON,-0.285
2011,10,10,283,2011-283,5.32,4.735,-0.072,5.619,SON,-0.309
2011,10,11,284,2011-284,7.13,7.15,-0.015,5.427,SON,-0.216
2011,10,12,285,2011-285,5.007,5.207,-0.051,3.903,SON,-0.26
2011,10,13,286,2011-286,5.174,5.34,-0.047,3.723,SON,-0.28
2011,10,14,287,2011-287,4.038,4.94,-0.073,5.071,SON,-0.256
2011,10,15,288,2011-288,1.714,2.104,-0.127,4.369,SON,-0.255
2011,10,16,289,2011-289,1.582,1.73,-0.129,3.052,SON,-0.299
2011,10,17,290,2011-290,1.092,1.334,-0.138,1.094,SON,-0.335
2011,10,18,291,2011-291,-2.59,-1.123,-0.218,-0.085,SON,-0.377
2011,10,19,292,2011-292,-3.5,-2.048,-0.235,-3.327,SON,-0.442
2011,10,20,293,2011-293,1.837,0.96,-0.122,1.957,SON,-0.383
2011,10,21,294,2011-294,2.578,1.777,-0.103,2.784,SON,-0.274
2011,10,22,295,2011-295,-0.298,-0.599,-0.17,-2.608,SON,-0.386
