year,jd,month,date,season,airfneg15,airpneg15,airp0,airp15,airp8,bsw0,bsw15,bsw8,tis0,tis15,tis8,wsu0,wsu15,wsu8,fen0,fen15,fen8,fen300,fen700,bfr0,bfr15,bfr8,pfr0,pfr15,pfr8,bwp0,bwp15,bwp8,ppac0,ppac15,ppac8,ppawneg5,ppdc0,ppdc15,ppdc8,ppdw0,tun0,tun15,tun8,tun300,tun700
2011,154,6,2011-154,Summer,0.35,-0.62,12.54,12.07,-0.83,14.29,12.52,-0.59,-0.38,9.15,-0.70,0.94,14.06,-0.18,9.87,12.29,-1.16,-2.11,-1.55,9.81,13.38,0.32,15.05,15.74,-1.12,10.11,14.83,-0.29,10.89,10.34,-2.26,0.53,4.55,9.78,-1.75,-0.53,7.09,10.79,-1.14,-3.37,-2.84
2011,155,6,2011-155,Summer,0.63,-0.34,0.92,-0.29,-0.61,0.32,-0.49,-0.29,-0.40,-0.65,-0.69,0.23,0.45,-0.15,2.90,-0.43,-1.16,-2.21,-1.66,1.36,0.15,0.52,12.29,13.19,-1.06,10.71,11.73,-0.20,-0.30,-0.63,-2.49,0.15,0.28,-0.38,-1.17,-0.22,1.43,-0.13,-0.79,-2.99,-2.48
2011,156,6,2011-156,Summer,0.62,-0.35,0.96,1.03,-0.60,0.51,0.82,-0.28,-0.39,0.82,-0.69,0.09,1.56,-0.12,1.93,0.85,-0.98,-2.17,-1.66,0.56,1.58,0.53,-0.91,-0.46,-1.17,2.40,-0.81,-0.29,0.67,0.89,-2.45,0.20,0.40,1.06,-1.32,-0.22,1.08,1.37,0.00,-2.98,-2.50
2011,157,6,2011-157,Summer,0.57,-0.39,2.73,1.83,-0.63,2.95,1.94,-0.39,-0.32,1.87,-0.69,0.55,2.98,-0.12,4.36,1.56,-0.85,-2.11,-1.61,3.17,2.50,0.50,-0.55,1.03,-1.20,1.86,0.53,-0.30,2.27,1.34,-2.40,0.51,1.13,1.58,-1.39,-0.17,2.19,1.83,-0.02,-3.03,-2.59
2011,158,6,2011-158,Summer,0.60,-0.38,2.29,2.06,-0.60,2.00,1.85,-0.30,-0.40,1.09,-0.69,0.54,2.58,-0.10,2.86,1.72,-1.04,-2.11,-1.64,2.48,2.48,0.51,1.90,1.81,-1.19,3.50,1.18,-0.26,1.71,1.18,-2.34,0.35,0.80,1.31,-1.28,-0.19,1.56,1.66,0.05,-2.92,-2.51
2011,159,6,2011-159,Summer,0.45,-0.49,8.39,5.26,-0.66,7.59,4.90,-0.45,-0.27,4.05,-0.69,2.03,5.84,-0.11,8.02,4.31,-1.02,-2.04,-1.56,7.90,5.67,0.43,1.13,1.95,-1.19,2.17,1.16,-0.23,6.56,3.74,-2.21,1.52,2.87,3.89,-1.44,-0.23,4.78,4.21,-0.07,-3.06,-2.67
2011,160,6,2011-160,Summer,0.41,-0.53,14.53,10.75,-0.70,14.51,10.92,-0.55,0.24,9.92,-0.69,3.53,11.68,-0.11,10.75,10.22,-0.75,-2.01,-1.58,9.73,11.27,0.41,5.78,4.97,-1.14,7.07,3.81,-0.16,10.51,9.77,-2.32,2.75,5.49,9.70,-1.59,-0.28,7.28,10.22,-0.14,-3.15,-2.82
2011,161,6,2011-161,Summer,0.51,-0.46,8.04,4.21,-0.64,5.51,3.79,-0.42,0.75,4.08,-0.71,1.68,4.26,-0.10,7.88,3.46,-0.84,-2.01,-1.59,5.42,4.19,0.46,11.37,10.84,-1.10,9.35,9.98,0.08,4.73,3.14,-2.23,1.88,2.92,3.16,-1.42,-0.14,4.77,3.62,-0.05,-2.96,-2.65
2011,162,6,2011-162,Summer,0.40,-0.53,17.50,12.69,-0.66,14.67,11.25,-0.53,0.76,10.42,-0.89,4.24,11.47,-0.09,10.45,10.55,-0.89,-1.98,-1.58,10.69,11.66,0.39,3.82,3.59,-1.10,6.71,3.16,0.31,12.56,9.99,-2.19,2.77,5.82,8.99,-1.63,-0.18,7.48,10.44,-0.13,-3.06,-2.79
2011,163,6,2011-163,Summer,0.36,-0.59,14.23,7.71,-0.73,12.36,8.26,-0.60,-0.67,5.62,-1.02,4.74,10.26,-0.13,12.79,7.54,-1.02,-1.96,-1.56,11.07,9.92,0.33,11.95,11.12,-1.11,11.24,10.57,0.47,9.26,6.36,-2.02,2.66,5.87,6.54,-1.58,-0.06,8.31,6.82,-0.20,-3.07,-2.83
2011,164,6,2011-164,Summer,0.42,-0.53,14.63,11.24,-0.64,12.04,9.96,-0.48,-1.21,6.76,-0.89,4.76,10.57,-0.09,10.05,9.39,-0.82,-1.96,-1.60,9.24,10.65,0.39,10.19,9.29,-1.04,11.11,7.12,0.91,9.90,8.38,-2.05,2.45,5.16,7.80,-1.52,-0.14,6.62,8.83,-0.12,-2.94,-2.74
2011,165,6,2011-165,Summer,0.46,-0.52,10.66,6.76,-0.65,11.46,10.00,-0.54,-0.67,5.61,-0.90,5.84,11.34,-0.12,11.08,9.02,-0.77,-1.93,-1.59,10.20,10.75,0.33,10.48,10.16,-0.80,10.54,9.28,1.18,8.18,6.83,-1.95,1.57,5.78,7.23,-1.44,-0.14,6.69,7.29,-0.13,-2.87,-2.70
2011,166,6,2011-166,Summer,0.61,-0.37,4.46,1.97,-0.53,3.23,1.93,-0.33,-0.45,1.04,-0.74,1.83,2.80,-0.07,6.29,1.89,-0.73,-1.99,-1.67,4.15,2.58,0.49,10.41,10.52,-0.44,10.54,8.14,1.41,2.39,1.38,-2.07,0.73,2.24,1.58,-1.30,0.04,3.36,1.87,-0.02,-2.66,-2.52
2011,167,6,2011-167,Summer,0.47,-0.49,8.31,5.59,-0.59,7.43,5.21,-0.42,0.02,3.01,-0.86,3.71,6.42,-0.07,8.00,5.04,-0.78,-1.96,-1.63,7.77,6.01,0.41,1.65,2.53,-0.16,4.77,1.43,1.49,6.71,4.45,-1.86,1.77,3.93,4.71,-1.35,0.22,4.97,4.92,-0.17,-2.82,-2.71
2011,168,6,2011-168,Summer,0.40,-0.54,13.83,7.83,-0.64,11.21,7.04,-0.53,1.59,4.83,-0.91,3.62,7.66,-0.08,10.44,6.11,-0.74,-1.94,-1.63,8.54,7.58,0.40,6.14,5.78,-0.05,8.86,5.38,1.26,8.48,5.64,-1.95,2.48,5.07,5.64,-1.39,0.88,6.45,6.10,-0.22,-2.86,-2.78
2011,169,6,2011-169,Summer,0.38,-0.57,15.16,10.37,-0.66,13.00,9.33,-0.55,4.44,7.55,-0.96,4.31,10.30,-0.08,11.06,8.67,-0.79,-1.92,-1.62,9.27,9.97,0.38,8.28,7.12,0.11,10.20,6.97,1.41,10.65,8.35,-1.88,3.01,6.40,8.22,-1.40,1.47,7.43,8.80,-0.26,-2.90,-2.86
2011,170,6,2011-170,Summer,0.39,-0.56,15.49,9.90,-0.64,12.92,8.93,-0.54,5.73,6.94,-0.95,4.56,9.78,-0.07,11.02,8.22,-0.87,-1.92,-1.64,9.55,9.54,0.39,10.47,9.54,0.43,11.19,9.57,1.81,10.58,7.84,-1.87,3.25,6.64,7.95,-1.36,1.94,7.91,8.30,-0.24,-2.87,-2.85
2011,171,6,2011-171,Summer,0.38,-0.56,16.44,9.56,-0.63,13.02,8.59,-0.55,6.64,7.28,-1.02,4.59,9.71,-0.07,11.35,7.83,-0.89,-1.91,-1.64,10.11,9.82,0.40,10.22,9.00,0.78,11.55,9.20,2.16,11.06,7.83,-1.89,3.47,6.92,7.98,-1.35,2.32,8.19,8.29,-0.20,-2.81,-2.82
2011,172,6,2011-172,Summer,0.41,-0.51,21.34,16.63,-0.55,19.68,15.77,-0.49,8.75,9.44,-1.07,7.88,15.71,-0.03,12.59,14.75,-0.61,-1.88,-1.66,13.17,16.09,0.42,10.75,9.21,1.10,11.59,8.54,2.45,17.06,15.45,-1.97,3.99,9.98,14.94,-1.54,2.86,11.37,15.87,-0.15,-2.83,-2.87
2011,173,6,2011-173,Summer,0.37,-0.61,14.12,10.43,-0.69,14.49,12.28,-0.61,6.28,3.97,-0.94,8.57,14.19,-0.12,11.87,11.63,-0.79,-1.84,-1.62,11.76,13.78,0.28,17.02,15.50,1.42,13.60,14.93,2.69,11.33,9.85,-1.64,3.56,8.69,10.16,-1.29,3.61,9.56,10.30,-0.18,-2.80,-2.86
2011,174,6,2011-174,Summer,0.48,-0.50,11.71,5.61,-0.57,9.97,6.30,-0.46,8.44,6.84,-1.04,6.23,7.77,-0.07,9.31,5.39,-0.67,-1.84,-1.62,8.92,7.54,0.38,13.58,13.48,1.89,11.93,10.96,3.11,7.82,4.63,-1.71,2.76,5.29,4.88,-1.17,2.65,6.72,5.10,0.02,-2.65,-2.73
2011,175,6,2011-175,Summer,0.39,-0.55,13.05,8.48,-0.60,12.11,7.93,-0.53,7.92,8.59,-0.98,5.97,9.27,-0.06,11.40,7.51,-0.62,-1.87,-1.64,10.25,9.07,0.38,8.32,7.02,2.29,9.65,5.10,3.22,9.97,7.48,-1.72,2.77,6.56,7.76,-1.28,2.50,8.10,7.94,0.04,-2.71,-2.82
2011,176,6,2011-176,Summer,0.40,-0.55,15.37,10.09,-0.62,12.48,8.27,-0.54,6.91,6.86,-0.89,5.43,9.32,-0.06,11.49,8.20,-0.49,-1.84,-1.64,8.66,9.40,0.39,9.90,8.66,2.41,11.69,8.09,3.07,10.99,8.77,-1.77,3.25,7.82,9.17,-1.27,3.19,8.76,9.22,0.15,-2.75,-2.89
2011,177,6,2011-177,Summer,0.48,-0.50,9.47,7.69,-0.58,8.49,7.65,-0.45,9.49,8.95,-1.12,6.63,8.45,-0.06,9.06,7.62,-0.40,-1.79,-1.64,8.36,8.41,0.40,9.50,9.07,2.54,11.61,9.34,3.20,7.77,7.18,-1.66,2.14,6.70,7.28,-1.18,3.02,7.23,7.64,0.35,-2.57,-2.72
2011,178,6,2011-178,Summer,0.39,-0.60,11.80,10.85,-0.66,11.29,10.13,-0.57,10.15,13.14,-1.06,6.49,10.96,-0.04,11.96,10.11,-0.35,-1.84,-1.66,10.00,11.14,0.38,7.45,8.63,2.72,9.15,7.41,3.42,11.96,9.78,-1.73,2.08,8.16,10.18,-1.36,2.12,9.47,10.23,0.36,-2.65,-2.82
2011,179,6,2011-179,Summer,0.36,-0.62,12.16,13.72,-0.65,13.57,13.33,-0.55,15.02,17.88,-1.16,7.52,13.98,-0.04,11.45,13.60,-0.17,-1.78,-1.66,10.58,14.55,0.35,10.85,10.59,2.76,11.73,9.83,3.39,13.24,13.53,-1.59,1.89,9.10,13.37,-1.25,2.23,9.40,13.96,0.42,-2.71,-2.92
2011,180,6,2011-180,Summer,0.32,-0.67,21.29,19.34,-0.68,22.36,19.05,-0.56,17.08,18.23,-1.16,11.73,19.82,0.02,13.91,18.34,-0.20,-1.80,-1.68,14.40,19.65,0.38,13.16,14.25,2.87,11.31,13.36,3.51,18.79,18.03,-1.65,3.62,12.23,17.67,-1.32,3.12,11.88,18.44,0.57,-2.70,-2.93
2011,181,6,2011-181,Summer,,-0.66,22.35,21.23,-0.66,21.88,19.85,-0.59,18.34,20.10,-1.23,13.24,20.53,0.02,16.35,19.10,-0.24,-1.82,-1.71,16.94,20.31,0.55,19.12,19.18,3.02,14.44,18.27,3.68,19.74,18.34,-1.56,4.88,14.68,18.16,-1.28,4.73,14.40,18.75,0.79,-2.69,-2.94
2011,182,6,2011-182,Summer,0.32,-0.67,19.96,21.57,-0.67,22.84,21.04,-0.56,12.00,12.06,-0.99,13.93,21.95,0.10,18.15,20.91,-0.26,-1.84,-1.72,17.84,21.89,0.99,20.39,21.98,3.38,17.31,18.97,4.14,21.29,20.72,-1.61,3.48,16.35,20.62,-1.17,5.26,16.55,21.12,1.25,-2.64,-2.91
2011,183,7,2011-183,Summer,0.33,-0.65,14.47,13.19,-0.67,13.40,12.87,-0.60,8.80,6.16,-0.92,11.20,14.23,0.28,14.77,13.24,-0.25,-1.75,-1.67,13.18,13.75,1.40,21.77,23.47,4.16,18.80,20.68,4.84,12.70,12.04,-1.29,2.99,12.77,12.40,-0.85,5.40,12.43,12.48,1.64,-2.62,-2.90
2011,184,7,2011-184,Summer,0.42,-0.56,11.48,8.76,-0.58,10.85,8.82,-0.50,10.69,10.50,-0.94,8.82,9.83,0.50,12.86,8.60,-0.24,-1.76,-1.66,10.61,10.10,1.81,12.82,15.64,5.07,13.89,12.66,5.46,10.14,7.51,-1.31,2.49,9.21,7.81,-0.66,4.80,10.31,7.97,1.86,-2.52,-2.82
2011,185,7,2011-185,Summer,0.39,-0.60,13.62,11.15,-0.63,12.44,9.75,-0.56,9.18,8.80,-0.86,6.84,10.28,0.61,12.58,9.93,-0.17,-1.77,-1.68,9.81,10.70,1.99,9.64,10.94,5.41,12.61,7.91,5.52,11.24,9.78,-1.46,2.94,9.30,9.90,-0.64,5.09,9.81,10.23,1.80,-2.55,-2.88
2011,186,7,2011-186,Summer,0.42,-0.56,12.40,10.13,-0.57,11.67,9.28,-0.49,11.42,10.52,-0.93,7.46,9.88,0.65,11.27,9.09,-0.11,-1.72,-1.66,9.12,9.76,2.08,10.70,10.88,5.36,12.29,10.34,5.26,10.61,8.96,-1.25,2.72,8.20,9.19,-0.57,5.30,8.99,9.41,1.77,-2.50,-2.85
2011,187,7,2011-187,Summer,0.38,-0.61,17.55,12.36,-0.62,15.00,11.26,-0.57,12.19,12.15,-0.98,8.26,12.06,0.71,12.25,10.86,-0.15,-1.72,-1.67,11.12,11.84,2.15,9.39,9.62,5.30,12.02,9.21,5.16,12.52,10.51,-1.28,3.64,9.37,10.63,-0.62,5.42,10.04,10.96,1.70,-2.52,-2.88
2011,188,7,2011-188,Summer,0.35,-0.63,18.78,14.06,-0.63,16.91,13.14,-0.57,16.11,18.30,-0.77,8.57,14.17,0.80,14.26,13.25,-0.17,-1.75,-1.69,11.97,15.16,2.26,12.18,11.46,5.14,12.77,11.29,5.08,14.70,12.93,-1.36,4.41,11.27,13.34,-0.69,6.02,12.21,13.36,1.75,-2.47,-2.85
2011,189,7,2011-189,Summer,0.31,-0.66,22.51,19.60,-0.63,20.68,17.87,-0.53,14.72,15.58,-0.44,11.54,19.54,0.93,16.39,18.16,-0.18,-1.74,-1.68,14.33,19.75,2.41,14.01,14.63,5.06,14.34,13.00,5.16,19.38,18.46,-1.25,5.30,13.77,18.66,-0.65,7.41,14.49,18.87,1.87,-2.51,-2.91
2011,190,7,2011-190,Summer,0.31,-0.68,21.36,16.86,-0.65,19.33,16.09,-0.60,10.32,8.79,-0.01,11.20,17.07,1.05,16.16,15.94,-0.17,-1.74,-1.69,13.89,16.99,2.54,19.34,19.16,5.17,16.49,18.50,5.41,17.21,15.42,-1.17,5.76,13.40,15.65,-0.60,8.40,13.86,15.84,2.10,-2.54,-2.96
2011,191,7,2011-191,Summer,0.45,-0.54,13.29,8.40,-0.55,11.61,9.13,-0.52,12.59,12.23,0.06,8.87,10.29,1.22,12.34,9.01,-0.03,-1.65,-1.64,10.05,10.07,2.76,16.95,16.39,5.54,16.20,16.56,5.93,10.33,8.24,-1.17,3.64,9.27,8.57,-0.46,7.85,9.68,8.70,2.33,-2.40,-2.84
2011,192,7,2011-192,Summer,0.37,-0.62,18.36,14.23,-0.58,16.76,13.29,-0.54,17.41,20.66,0.15,10.30,14.57,1.38,13.68,13.29,0.00,-1.71,-1.69,12.39,15.34,2.95,9.80,9.75,5.94,11.77,8.64,6.39,14.48,12.99,-1.21,4.11,10.83,13.57,-0.66,6.60,12.07,13.42,2.35,-2.36,-2.81
2011,193,7,2011-193,Summer,0.35,-0.63,22.80,20.70,-0.58,21.15,18.92,-0.52,15.78,18.64,0.39,13.83,20.82,1.49,16.52,19.47,0.15,-1.71,-1.71,15.92,20.72,3.06,14.73,14.67,5.93,14.04,13.08,6.29,19.91,20.02,-1.27,5.71,14.43,20.18,-0.64,7.99,15.63,20.42,2.41,-2.41,-2.88
2011,194,7,2011-194,Summer,0.30,-0.68,18.87,19.28,-0.62,19.62,19.05,-0.60,15.33,16.61,0.74,14.27,20.38,1.58,16.55,19.23,0.34,-1.69,-1.73,15.94,20.52,3.10,20.98,20.18,5.89,16.92,19.56,6.31,17.76,18.89,-1.12,5.46,14.44,18.80,-0.62,9.08,14.64,19.30,2.52,-2.49,-2.98
2011,195,7,2011-195,Summer,0.31,-0.68,19.79,18.71,-0.61,21.02,18.09,-0.58,11.26,13.59,1.14,13.85,19.46,1.83,17.84,17.78,0.58,-1.72,-1.72,16.62,19.67,3.39,19.20,20.16,6.18,16.49,18.85,6.79,18.23,17.11,-1.09,5.91,14.65,17.33,-0.59,9.15,15.45,17.53,2.81,-2.42,-2.93
2011,196,7,2011-196,Summer,0.32,-0.66,15.90,14.87,-0.61,16.33,15.55,-0.59,6.04,7.94,1.92,13.55,16.49,2.01,15.54,15.20,0.96,-1.64,-1.69,15.46,16.41,3.59,19.36,19.33,6.45,18.32,17.92,7.22,15.28,13.97,-1.02,5.84,13.72,14.12,-0.48,9.08,13.28,14.40,2.98,-2.42,-2.94
2011,197,7,2011-197,Summer,0.43,-0.56,11.15,9.28,-0.53,9.89,8.86,-0.48,8.99,13.69,2.02,9.29,9.76,2.27,12.58,9.29,1.20,-1.61,-1.66,10.35,9.79,4.01,15.37,17.59,6.75,15.71,14.61,7.70,9.51,8.50,-1.04,4.09,10.35,8.76,-0.25,7.04,10.08,8.95,3.51,-2.27,-2.81
2011,198,7,2011-198,Summer,0.33,-0.65,15.10,14.62,-0.60,14.19,12.81,-0.57,11.22,16.66,2.18,9.56,14.59,2.49,14.30,14.13,1.22,-1.66,-1.71,12.30,15.05,4.25,9.00,11.19,7.01,11.88,8.77,7.76,14.36,13.87,-1.10,4.06,11.47,14.30,-0.41,6.30,12.49,14.30,3.54,-2.34,-2.89
2011,199,7,2011-199,Summer,0.32,-0.66,18.54,18.51,-0.58,17.59,16.04,-0.53,8.44,11.58,2.62,10.56,18.05,2.54,16.21,17.60,1.26,-1.67,-1.71,13.88,18.40,4.36,14.19,15.15,6.89,13.96,13.93,7.39,18.20,17.55,-0.99,4.82,13.76,17.83,-0.33,7.46,14.70,17.96,3.48,-2.32,-2.89
2011,200,7,2011-200,Summer,0.36,-0.62,13.05,12.27,-0.56,11.50,11.44,-0.52,7.59,8.87,2.91,9.33,12.12,2.51,14.17,12.34,1.55,-1.59,-1.67,11.10,12.28,4.38,17.32,17.97,6.81,16.03,17.26,7.28,11.71,11.88,-0.83,4.57,11.45,11.80,-0.19,8.36,11.05,12.32,3.53,-2.32,-2.91
2011,201,7,2011-201,Summer,0.42,-0.56,11.43,9.97,-0.51,9.97,9.45,-0.46,9.86,10.09,2.92,8.77,10.44,2.60,12.08,9.93,1.82,-1.60,-1.67,10.12,10.32,4.51,10.63,11.99,7.09,12.88,12.03,7.55,10.44,9.62,-0.81,4.07,9.16,9.73,-0.21,7.23,9.89,10.07,3.51,-2.27,-2.88
2011,202,7,2011-202,Summer,0.38,-0.62,14.23,11.16,-0.56,13.70,10.80,-0.53,9.32,7.52,3.22,8.38,11.79,2.63,13.74,10.64,1.74,-1.62,-1.68,11.26,12.38,4.56,9.51,10.10,7.11,12.53,10.11,7.55,13.03,10.20,-0.89,4.56,9.87,10.62,-0.23,7.14,10.70,10.65,3.30,-2.27,-2.89
2011,203,7,2011-203,Summer,0.42,-0.57,11.72,8.99,-0.50,11.30,8.52,-0.49,12.10,15.51,3.25,8.67,9.81,2.62,13.24,8.57,1.79,-1.58,-1.67,10.04,10.21,4.54,11.75,12.12,6.86,13.16,10.49,7.36,10.10,7.73,-0.79,4.21,9.08,8.10,-0.21,7.62,9.92,8.19,3.20,-2.19,-2.83
2011,204,7,2011-204,Summer,0.36,-0.62,18.10,16.60,-0.53,17.49,15.10,-0.48,15.05,18.38,3.29,9.42,15.41,2.68,14.74,14.91,2.01,-1.64,-1.72,12.45,15.86,4.63,9.08,10.16,6.80,12.25,7.92,7.32,16.77,15.44,-0.96,5.20,11.82,15.53,-0.36,7.65,12.95,15.86,3.11,-2.22,-2.87
2011,205,7,2011-205,Summer,0.33,-0.64,21.16,19.19,-0.54,19.87,17.89,-0.50,16.60,20.23,3.43,11.57,18.87,2.71,16.87,18.24,2.15,-1.61,-1.71,14.63,19.58,4.66,15.92,15.96,6.73,14.92,15.05,7.23,19.44,18.42,-0.86,6.45,14.29,18.54,-0.30,9.20,15.28,18.83,3.10,-2.26,-2.93
2011,206,7,2011-206,Summer,0.35,-0.63,23.01,21.24,-0.51,20.17,18.92,-0.50,16.75,20.94,3.67,12.68,20.75,2.81,18.01,20.39,2.19,-1.60,-1.71,15.68,21.56,4.81,18.57,19.07,6.80,16.76,17.98,7.40,20.52,20.41,-0.74,7.30,15.76,20.81,-0.24,10.59,16.75,20.81,3.40,-2.22,-2.89
2011,207,7,2011-207,Summer,0.34,-0.64,23.47,21.83,-0.52,22.20,20.49,-0.49,14.67,18.58,3.96,14.15,21.88,2.99,18.24,21.01,2.40,-1.62,-1.74,16.62,22.46,5.01,20.51,21.09,7.11,17.76,20.04,7.81,20.60,21.12,-0.77,7.57,16.26,21.05,-0.22,11.44,17.01,21.52,3.75,-2.23,-2.93
2011,208,7,2011-208,Summer,0.29,-0.69,20.96,20.56,-0.56,19.00,18.40,-0.55,14.09,15.33,4.33,14.29,19.74,3.13,17.22,19.37,2.80,-1.62,-1.77,16.06,19.84,5.11,21.58,21.85,7.48,18.10,20.95,8.30,18.25,19.07,-0.67,7.77,15.57,19.12,-0.17,11.61,15.74,19.48,3.96,-2.32,-3.04
2011,209,7,2011-209,Summer,0.31,-0.68,20.16,16.14,-0.60,17.32,15.52,-0.53,14.21,16.16,4.69,13.61,16.98,3.36,15.85,15.69,2.97,-1.60,-1.74,14.89,16.72,5.39,18.22,19.86,7.89,17.47,19.03,8.77,16.12,15.20,-0.77,7.62,14.51,15.61,-0.20,11.59,14.63,15.62,4.29,-2.25,-2.97
2011,210,7,2011-210,Summer,0.33,-0.64,19.52,16.09,-0.55,17.14,14.78,-0.45,14.80,15.58,4.81,11.71,15.49,3.53,14.58,15.23,3.15,-1.59,-1.74,12.84,15.82,5.59,17.26,16.77,8.14,16.08,15.45,9.08,15.76,15.56,-0.83,7.03,13.76,15.81,-0.12,10.94,14.33,15.98,4.46,-2.19,-2.93
2011,211,7,2011-211,Summer,0.31,-0.67,17.16,15.61,-0.56,16.29,15.51,-0.47,11.54,10.94,5.10,13.10,16.07,3.61,14.91,15.63,3.33,-1.53,-1.72,14.46,16.19,5.60,15.54,15.61,8.30,15.34,15.22,9.20,16.22,15.46,-0.68,7.19,13.79,15.66,-0.03,10.63,13.79,15.88,4.37,-2.22,-2.98
2011,212,7,2011-212,Summer,0.39,-0.60,12.48,11.14,-0.51,11.31,10.81,-0.37,12.35,13.08,5.11,10.93,11.87,3.72,13.36,11.72,3.44,-1.49,-1.67,11.76,11.67,5.74,15.25,16.61,8.39,15.45,15.41,9.23,11.38,11.03,-0.57,6.19,11.81,11.31,0.15,10.14,11.53,11.47,4.36,-2.11,-2.88
2011,213,7,2011-213,Summer,0.37,-0.62,14.41,13.57,-0.52,13.66,12.59,-0.33,16.06,18.22,4.97,9.93,13.17,3.88,13.29,12.97,3.43,-1.53,-1.71,11.50,13.16,5.88,10.62,13.38,8.43,12.88,11.20,9.25,13.29,13.09,-0.75,6.33,11.66,13.43,0.08,9.08,11.42,13.52,4.22,-2.13,-2.91
2011,214,8,2011-214,Summer,0.31,-0.68,18.03,18.87,-0.56,18.63,18.87,-0.35,14.38,15.95,5.12,12.74,19.20,3.91,16.26,18.75,3.49,-1.53,-1.73,15.98,19.57,5.86,12.82,13.91,8.24,13.42,12.66,8.97,17.74,18.57,-0.77,7.58,14.24,18.60,0.01,9.72,14.76,18.98,4.05,-2.16,-2.95
2011,215,8,2011-215,Summer,0.30,-0.68,15.45,16.73,-0.57,16.86,16.20,-0.24,13.37,13.54,5.32,12.55,17.26,4.01,15.51,16.85,3.48,-1.51,-1.72,14.62,17.24,5.98,18.97,19.95,8.08,16.50,18.52,8.86,16.23,16.44,-0.65,7.41,14.01,16.52,0.28,10.51,13.95,16.86,4.11,-2.19,-2.99
2011,216,8,2011-216,Summer,0.32,-0.66,15.38,14.20,-0.54,13.93,13.50,-0.13,11.38,10.34,5.57,11.86,14.73,4.14,15.05,14.36,3.71,-1.48,-1.69,13.62,14.66,6.14,16.46,17.14,8.28,15.62,16.53,9.09,14.30,14.13,-0.55,6.78,13.13,14.20,0.52,10.52,13.35,14.56,4.24,-2.15,-2.96
2011,217,8,2011-217,Summer,0.40,-0.58,12.42,10.71,-0.48,10.78,10.45,-0.05,12.72,13.46,5.44,10.43,11.38,4.27,13.09,11.04,3.87,-1.44,-1.66,11.57,11.27,6.31,13.89,15.35,8.54,15.22,13.97,9.28,10.94,10.44,-0.51,6.06,11.17,10.64,0.65,10.23,11.00,10.89,4.33,-2.04,-2.87
2011,218,8,2011-218,Summer,0.33,-0.65,14.63,14.36,-0.54,13.23,13.40,-0.02,13.38,12.75,5.50,10.83,14.96,4.39,14.05,14.43,3.81,-1.50,-1.70,12.95,14.87,6.39,10.39,12.52,8.67,12.40,10.59,9.35,14.92,14.12,-0.60,6.47,11.84,14.36,0.50,9.48,12.60,14.55,4.24,-2.07,-2.91
2011,219,8,2011-219,Summer,0.33,-0.66,14.48,14.30,-0.52,14.25,13.05,0.24,13.22,12.72,5.58,11.40,14.70,4.43,14.72,14.17,3.63,-1.49,-1.68,13.02,15.03,6.43,14.25,15.12,8.54,14.10,14.27,9.13,14.98,13.70,-0.39,6.41,12.65,13.99,0.71,10.23,13.15,14.13,4.12,-2.09,-2.93
2011,220,8,2011-220,Summer,0.36,-0.63,15.15,14.07,-0.50,14.35,12.55,0.16,15.29,15.82,5.54,11.10,14.52,4.51,14.24,13.54,3.67,-1.48,-1.68,12.64,14.71,6.52,13.78,14.73,8.50,15.11,13.72,9.07,14.57,13.35,-0.49,6.12,12.28,13.53,0.72,10.16,12.77,13.78,4.19,-2.03,-2.88
2011,221,8,2011-221,Summer,0.33,-0.66,19.01,16.83,-0.52,16.99,15.52,0.18,14.56,12.08,5.59,11.83,16.49,4.55,15.98,16.34,3.75,-1.48,-1.70,14.37,17.14,6.55,14.20,14.96,8.55,14.56,13.21,9.15,16.83,15.87,-0.55,7.09,13.86,16.33,0.67,10.66,14.49,16.29,4.21,-2.05,-2.92
2011,222,8,2011-222,Summer,0.35,-0.64,15.60,12.56,-0.52,13.07,11.77,0.29,13.21,11.07,5.80,10.97,13.64,4.60,14.53,12.65,3.91,-1.47,-1.70,13.10,13.97,6.61,16.94,17.45,8.62,16.22,15.92,9.22,13.39,11.94,-0.52,7.07,12.89,12.44,0.72,11.05,12.91,12.38,4.27,-2.07,-2.96
2011,223,8,2011-223,Summer,0.36,-0.63,17.37,12.97,-0.48,14.67,12.38,0.41,13.49,12.23,5.81,11.66,13.59,4.66,15.12,12.35,3.97,-1.49,-1.69,13.00,13.92,6.72,13.74,14.08,8.84,14.51,12.22,9.43,14.40,11.70,-0.41,6.69,12.12,12.23,0.96,10.60,13.53,12.14,4.39,-1.99,-2.88
2011,224,8,2011-224,Summer,0.34,-0.65,17.41,14.16,-0.49,15.14,13.30,0.51,12.60,13.72,5.90,11.48,14.17,4.71,15.42,13.58,4.14,-1.49,-1.71,13.07,14.74,6.77,13.63,14.44,9.00,15.35,12.04,9.49,15.40,13.14,-0.41,6.75,12.46,13.53,0.96,10.64,13.74,13.57,4.42,-2.00,-2.89
2011,225,8,2011-225,Summer,0.33,-0.66,14.59,14.63,-0.50,12.61,12.63,0.65,12.92,12.34,5.90,10.63,14.15,4.75,14.15,14.51,4.32,-1.46,-1.72,12.42,14.65,6.78,14.34,15.02,9.09,15.89,13.41,9.53,14.07,14.44,-0.40,6.47,12.71,14.50,1.07,10.72,12.93,14.87,4.41,-2.06,-2.97
